market_hash_name,currency,min_price,max_price,mean_price,median_price,quantity_sold,source
Sticker | nitr0 | Berlin 2019,USD,1.0,3.71,1.51,1.11,24,skinport
Sticker | nitr0 | Boston 2018,USD,2.48,16.72,8.67,5.5,8,skinport
Sticker | nitr0 | Budapest 2025,USD,0.04,0.04,0.04,0.04,10,skinport
Sticker | nitr0 | Cluj-Napoca 2015,USD,5.14,5.14,5.14,5.14,1,skinport
Sticker | nitr0 | Cologne 2016,USD,2.37,7.49,4.4,3.61,10,skinport
Sticker | nitr0 (Foil) | Austin 2025,USD,0.08,3.34,1.71,1.71,2,skinport
Sticker | nitr0 (Foil) | Berlin 2019,USD,1.53,6.42,3.04,2.34,23,skinport
Sticker | nitr0 (Foil) | Cluj-Napoca 2015,USD,35.19,117.35,65.63,44.35,3,skinport
Sticker | nitr0 (Foil) | Cologne 2016,USD,133.13,133.13,133.13,133.13,2,skinport
Sticker | nitr0 (Foil) | Katowice 2019,USD,6.54,80.97,32.48,18.54,12,skinport
Sticker | nitr0 (Foil) | London 2018,USD,11.15,16.86,14.01,14.01,2,skinport
Sticker | nitr0 (Glitter) | Antwerp 2022,USD,0.16,5.23,2.48,3.06,32,skinport
Sticker | nitr0 (Glitter) | Paris 2023,USD,0.04,4.04,1.01,1.35,133,skinport
Sticker | nitr0 (Glitter) | Rio 2022,USD,0.35,3.07,1.51,1.16,18,skinport
Sticker | nitr0 (Gold) | Antwerp 2022,USD,4.47,37.62,10.08,7.89,11,skinport
Sticker | nitr0 (Gold) | Paris 2023,USD,1.17,5.93,3.33,3.22,15,skinport
Sticker | nitr0 (Gold) | Rio 2022,USD,2.91,2.91,2.91,2.91,1,skinport
Sticker | nitr0 (Holo) | Antwerp 2022,USD,1.09,10.22,4.14,3.8,26,skinport
Sticker | nitr0 (Holo) | Austin 2025,USD,1.62,3.17,2.17,1.72,3,skinport
Sticker | nitr0 (Holo) | Paris 2023,USD,0.76,7.25,1.97,1.58,28,skinport
Sticker | nitr0 (Holo) | Rio 2022,USD,1.4,2.22,1.9,2.1,3,skinport
Sticker | nitr0 | Katowice 2019,USD,1.04,17.1,5.57,3.51,35,skinport
Sticker | nitr0 | London 2018,USD,0.65,12.6,4.18,2.22,13,skinport
Sticker | nitr0 | MLG Columbus 2016,USD,6.54,8.2,7.63,8.16,3,skinport
Sticker | nitr0 | Paris 2023,USD,0.02,0.18,0.04,0.04,669,skinport
Sticker | nitr0 | Rio 2022,USD,0.02,5.89,0.61,0.04,54,skinport
Sticker | Noble,USD,0.72,7.56,3.3,2.57,52,skinport
Sticker | Noble (Holo),USD,1.19,20.23,5.98,3.92,34,skinport
Sticker | Noble Steed,USD,0.02,1.23,0.05,0.04,329,skinport
Sticker | Nodios | Copenhagen 2024,USD,0.02,0.07,0.02,0.02,268,skinport
Sticker | Nodios (Glitter) | Copenhagen 2024,USD,0.18,4.79,2.31,1.4,40,skinport
Sticker | Nodios (Gold) | Copenhagen 2024,USD,1.24,12.02,7.38,8.14,4,skinport
Sticker | Nodios (Holo) | Copenhagen 2024,USD,1.16,2.17,1.54,1.28,5,skinport
Sticker | Non-Veg,USD,0.19,5.2,1.48,0.21,7,skinport
Sticker | Noodles,USD,1.17,7.03,4.27,4.78,11,skinport
Sticker | No Pats (Holo),USD,5.01,39.18,8.34,7.77,47,skinport
Sticker | North | 2020 RMR,USD,0.04,31.78,0.33,0.18,261,skinport
Sticker | North | Atlanta 2017,USD,3.59,6.15,5.21,5.16,14,skinport
Sticker | North | Berlin 2019,USD,1.24,16.02,3.04,2.43,18,skinport
Sticker | North | Boston 2018,USD,2.09,21.59,5.96,3.29,19,skinport
Sticker | North (Foil) | 2020 RMR,USD,1.6,3.98,2.14,2.15,30,skinport
Sticker | North (Foil) | Atlanta 2017,USD,129.07,129.07,129.07,129.07,4,skinport
Sticker | North (Foil) | Berlin 2019,USD,2.92,13.78,7.79,7.67,16,skinport
Sticker | North (Foil) | Boston 2018,USD,59.83,59.83,59.83,59.83,1,skinport
Sticker | North (Foil) | Krakow 2017,USD,43.98,58.66,47.8,44.58,17,skinport
Sticker | North (Foil) | London 2018,USD,25.7,35.19,29.1,29.34,6,skinport
Sticker | North (Gold) | 2020 RMR,USD,1.81,82.14,10.53,5.15,48,skinport
Sticker | North (Holo) | 2020 RMR,USD,0.83,10.71,6.32,10.71,53,skinport
Sticker | North (Holo) | Atlanta 2017,USD,62.19,102.42,80.69,89.29,14,skinport
Sticker | North (Holo) | Berlin 2019,USD,1.13,9.09,5.23,4.28,13,skinport
Sticker | North (Holo) | Boston 2018,USD,24.62,117.35,33.71,29.34,22,skinport
Sticker | North (Holo) | Krakow 2017,USD,34.77,46.93,40.85,40.85,2,skinport
Sticker | North (Holo) | London 2018,USD,69.54,162.81,83.35,70.4,7,skinport
Sticker | North | Krakow 2017,USD,1.68,20.44,5.86,3.51,15,skinport
Sticker | North | London 2018,USD,0.95,12.46,2.98,2.34,28,skinport
Sticker | Norwi | Antwerp 2022,USD,0.02,0.88,0.04,0.02,162,skinport
Sticker | Norwi (Glitter) | Antwerp 2022,USD,0.16,3.88,2.62,3.06,21,skinport
Sticker | Norwi (Gold) | Antwerp 2022,USD,1.76,5.69,3.49,3.49,12,skinport
Sticker | Norwi (Holo) | Antwerp 2022,USD,0.53,4.22,2.04,1.82,19,skinport
Sticker | Not A Bot,USD,0.05,5.6,0.87,0.23,95,skinport
Sticker | nota | Budapest 2025,USD,0.06,0.09,0.07,0.06,6,skinport
Sticker | nota (Gold) | Budapest 2025,USD,22.87,22.87,22.87,22.87,1,skinport
Sticker | Not For Resale,USD,0.04,0.23,0.07,0.04,135,skinport
Sticker | No Time,USD,0.2,8.23,1.33,0.35,71,skinport
Sticker | noway | Austin 2025,USD,0.04,0.18,0.05,0.04,22,skinport
Sticker | noway | Budapest 2025,USD,0.04,0.04,0.04,0.04,8,skinport
Sticker | noway | Copenhagen 2024,USD,0.02,0.18,0.13,0.18,79,skinport
Sticker | noway (Embroidered) | Budapest 2025,USD,0.04,0.08,0.05,0.04,3,skinport
Sticker | noway (Foil) | Austin 2025,USD,1.17,1.17,1.17,1.17,1,skinport
Sticker | noway (Glitter) | Copenhagen 2024,USD,0.47,7.13,3.53,4.25,43,skinport
Sticker | noway (Glitter) | Shanghai 2024,USD,1.0,6.11,1.72,1.16,24,skinport
Sticker | noway (Gold) | Austin 2025,USD,2.55,2.55,2.55,2.55,1,skinport
Sticker | noway (Gold) | Copenhagen 2024,USD,1.96,4.69,3.29,3.6,9,skinport
Sticker | noway (Holo) | Austin 2025,USD,1.77,1.77,1.77,1.77,1,skinport
Sticker | noway (Holo) | Copenhagen 2024,USD,8.17,8.17,8.17,8.17,1,skinport
Sticker | noway | Shanghai 2024,USD,0.04,5.17,0.15,0.14,114,skinport
Sticker | npl | Austin 2025,USD,0.04,0.53,0.12,0.04,16,skinport
Sticker | npl | Budapest 2025,USD,0.04,0.04,0.04,0.04,5,skinport
Sticker | npl (Embroidered) | Budapest 2025,USD,0.19,0.19,0.19,0.19,1,skinport
Sticker | npl (Foil) | Austin 2025,USD,0.65,0.65,0.65,0.65,1,skinport
Sticker | npl (Glitter) | Paris 2023,USD,0.04,4.47,1.76,0.65,48,skinport
Sticker | npl (Gold) | Paris 2023,USD,1.46,17.45,4.73,3.51,10,skinport
Sticker | npl (Holo) | Austin 2025,USD,5.87,5.87,5.87,5.87,1,skinport
Sticker | npl (Holo) | Paris 2023,USD,0.77,2.34,1.69,1.87,16,skinport
Sticker | npl | Paris 2023,USD,0.02,4.14,0.05,0.04,552,skinport
Sticker | NQZ | Austin 2025,USD,0.04,4.12,0.18,0.04,41,skinport
Sticker | NQZ | Budapest 2025,USD,0.02,0.05,0.04,0.04,49,skinport
Sticker | NQZ | Copenhagen 2024,USD,0.02,0.18,0.07,0.04,227,skinport
Sticker | NQZ (Embroidered) | Budapest 2025,USD,0.04,0.04,0.04,0.04,4,skinport
Sticker | NQZ (Foil) | Austin 2025,USD,2.35,2.35,2.35,2.35,1,skinport
Sticker | NQZ (Glitter) | Copenhagen 2024,USD,0.23,4.48,3.17,4.29,9,skinport
Sticker | NQZ (Glitter) | Rio 2022,USD,0.67,2.34,1.64,1.84,12,skinport
Sticker | NQZ (Glitter) | Shanghai 2024,USD,15.24,43.62,28.71,25.82,5,skinport
Sticker | NQZ (Gold) | Austin 2025,USD,30.38,30.38,30.38,30.38,1,skinport
Sticker | NQZ (Gold) | Copenhagen 2024,USD,1.2,1.2,1.2,1.2,1,skinport
Sticker | NQZ (Holo) | Austin 2025,USD,0.89,1.69,1.29,1.29,2,skinport
Sticker | NQZ (Holo) | Copenhagen 2024,USD,1.07,6.97,4.02,4.02,2,skinport
Sticker | NQZ (Holo) | Rio 2022,USD,47.72,107.1,75.77,77.16,5,skinport
Sticker | NQZ | Rio 2022,USD,0.36,0.36,0.36,0.36,1,skinport
Sticker | NQZ | Shanghai 2024,USD,0.09,0.09,0.09,0.09,1,skinport
Sticker | NRG | Austin 2025,USD,0.04,3.07,0.06,0.04,426,skinport
Sticker | NRG | Berlin 2019,USD,1.99,3.61,2.93,2.92,43,skinport
Sticker | NRG | Budapest 2025,USD,0.04,0.07,0.04,0.04,58,skinport
Sticker | NRG (Embroidered) | Budapest 2025,USD,0.06,2.26,0.31,0.06,9,skinport
Sticker | NRG (Foil) | Austin 2025,USD,0.15,4.89,1.81,0.7,40,skinport
Sticker | NRG (Foil) | Berlin 2019,USD,5.87,19.71,10.73,8.3,10,skinport
Sticker | NRG (Foil) | Katowice 2019,USD,9.0,49.29,14.46,12.72,20,skinport
Sticker | NRG (Gold) | Austin 2025,USD,1.17,4.58,2.59,2.45,8,skinport
Sticker | NRG (Holo) | Austin 2025,USD,7.08,14.56,13.64,14.56,15,skinport
Sticker | NRG (Holo) | Berlin 2019,USD,1.6,8.19,3.23,3.27,86,skinport
Sticker | NRG (Holo) | Budapest 2025,USD,4.67,12.46,5.86,5.3,15,skinport
Sticker | NRG (Holo) | Katowice 2019,USD,3.95,20.75,10.47,10.55,55,skinport
Sticker | NRG | Katowice 2019,USD,3.1,4.48,3.99,4.02,8,skinport
Sticker | Nuke Beast,USD,1.13,5.67,2.97,3.49,113,skinport
Sticker | Obey SAS,USD,0.05,10.29,0.65,0.09,319,skinport
Sticker | oBo | Berlin 2019,USD,1.17,10.9,6.04,6.04,2,skinport
Sticker | oBo (Foil) | Berlin 2019,USD,19.32,19.32,19.32,19.32,1,skinport
Sticker | oBo (Gold) | Berlin 2019,USD,23.35,23.35,23.35,23.35,1,skinport
Sticker | Ocean Sunset Flick (Holo),USD,8.21,62.37,16.93,11.51,40,skinport
Sticker | Ocean Sunset Skill Surf (Holo),USD,10.63,117.33,29.92,20.59,32,skinport
Sticker | Ocean Sunset Stabbyfish,USD,0.46,10.03,4.82,5.39,68,skinport
Sticker | OG | 2020 RMR,USD,0.02,0.29,0.07,0.04,1404,skinport
Sticker | OG | Austin 2025,USD,0.04,0.18,0.05,0.04,380,skinport
Sticker | OG (Foil) | 2020 RMR,USD,0.32,11.73,3.58,3.51,47,skinport
Sticker | OG (Foil) | Austin 2025,USD,0.09,4.37,1.4,0.47,23,skinport
Sticker | OG (Glitter) | Paris 2023,USD,1.4,4.78,3.02,2.56,120,skinport
Sticker | OG (Glitter) | Rio 2022,USD,4.1,5.73,4.51,4.1,10,skinport
Sticker | OG (Gold) | 2020 RMR,USD,2.45,58.67,7.74,3.51,23,skinport
Sticker | OG (Gold) | Austin 2025,USD,1.13,3.67,1.76,1.34,14,skinport
Sticker | OG (Gold) | Paris 2023,USD,1.28,2.98,1.8,1.68,17,skinport
Sticker | OG (Gold) | Rio 2022,USD,8.11,52.22,18.89,15.89,18,skinport
Sticker | OG (Holo) | 2020 RMR,USD,6.48,8.47,6.88,6.48,5,skinport
Sticker | OG (Holo) | Austin 2025,USD,7.43,35.2,18.47,18.31,27,skinport
Sticker | OG (Holo) | Paris 2023,USD,1.76,117.35,25.97,5.46,81,skinport
Sticker | OG (Holo) | Rio 2022,USD,2.93,18.76,5.86,2.93,30,skinport
Sticker | OG | Paris 2023,USD,0.02,0.23,0.04,0.04,4610,skinport
Sticker | OG | Rio 2022,USD,0.02,0.07,0.04,0.04,118,skinport
Sticker | Old School (Lenticular),USD,6.82,18.12,12.16,9.54,11,skinport
Sticker | olofmeister | Atlanta 2017,USD,5.34,5.44,5.4,5.4,2,skinport
Sticker | olofmeister | Berlin 2019,USD,0.86,4.33,1.56,1.0,29,skinport
Sticker | olofmeister | Boston 2018,USD,5.28,5.89,5.46,5.28,7,skinport
Sticker | olofmeister | Cluj-Napoca 2015,USD,4.51,10.9,7.02,6.34,6,skinport
Sticker | olofmeister | Cologne 2015,USD,4.21,10.55,5.88,5.27,31,skinport
Sticker | olofmeister | Cologne 2016,USD,3.07,7.49,5.13,6.15,9,skinport
Sticker | olofmeister (Foil) | Berlin 2019,USD,4.33,19.82,6.47,5.16,10,skinport
Sticker | olofmeister (Foil) | Boston 2018,USD,35.19,35.19,35.19,35.19,1,skinport
Sticker | olofmeister (Foil) | Cluj-Napoca 2015,USD,30.29,70.41,50.35,50.35,2,skinport
Sticker | olofmeister (Foil) | Cologne 2015,USD,118.52,118.52,118.52,118.52,1,skinport
Sticker | olofmeister (Foil) | Cologne 2016,USD,52.68,52.68,52.68,52.68,1,skinport
Sticker | olofmeister (Foil) | Katowice 2019,USD,11.07,70.41,36.17,34.03,10,skinport
Sticker | olofmeister (Foil) | Krakow 2017,USD,23.93,25.82,24.88,24.88,2,skinport
Sticker | olofmeister (Foil) | London 2018,USD,15.01,17.59,16.08,15.85,4,skinport
Sticker | olofmeister (Foil) | MLG Columbus 2016,USD,36.81,36.81,36.81,36.81,1,skinport
Sticker | olofmeister (Gold) | Berlin 2019,USD,24.63,24.63,24.63,24.63,2,skinport
Sticker | olofmeister | Katowice 2019,USD,0.86,7.16,3.0,2.34,9,skinport
Sticker | olofmeister | Krakow 2017,USD,4.69,20.64,7.44,5.5,8,skinport
Sticker | olofmeister | London 2018,USD,0.75,15.48,6.22,2.92,11,skinport
Sticker | olofmeister | MLG Columbus 2016,USD,2.52,22.08,6.45,5.44,9,skinport
Sticker | On An Eco (Foil),USD,3.0,15.04,4.46,3.52,24,skinport
Sticker | One Shot One Kill,USD,0.9,10.67,6.75,7.19,21,skinport
Sticker | One Sting,USD,0.56,6.89,2.78,0.88,17,skinport
Sticker | One Sting (Holo),USD,0.97,20.07,7.86,6.86,17,skinport
Sticker | Opal Flick (Holo),USD,17.02,95.26,43.47,35.19,66,skinport
Sticker | Operation Riptide,USD,0.4,8.03,1.02,0.57,53,skinport
Sticker | OpTic Gaming | Atlanta 2017,USD,36.38,69.28,48.05,46.08,11,skinport
Sticker | OpTic Gaming | Cologne 2016,USD,12.34,38.45,20.62,17.73,11,skinport
Sticker | OpTic Gaming (Foil) | Atlanta 2017,USD,539.79,539.79,539.79,539.79,1,skinport
Sticker | OpTic Gaming (Foil) | Cologne 2016,USD,75.58,128.01,103.36,104.92,4,skinport
Sticker | OpTic Gaming (Holo) | Atlanta 2017,USD,231.78,469.39,335.99,306.79,3,skinport
Sticker | OpTic Gaming (Holo) | Cologne 2016,USD,58.66,116.98,76.97,64.45,6,skinport
Sticker | OpTic Gaming (Holo) | London 2018,USD,70.41,70.41,70.41,70.41,1,skinport
Sticker | OpTic Gaming | London 2018,USD,9.27,19.03,10.88,9.27,8,skinport
Sticker | Orange Gnar,USD,0.35,6.25,3.98,5.17,60,skinport
Sticker | Ork Waaagh!,USD,0.23,9.35,4.74,4.66,41,skinport
Sticker | oSee | Antwerp 2022,USD,0.02,0.11,0.04,0.02,201,skinport
Sticker | oSee | Austin 2025,USD,0.05,0.65,0.11,0.08,34,skinport
Sticker | oSee (Foil) | Austin 2025,USD,0.54,1.92,1.44,1.65,4,skinport
Sticker | oSee (Glitter) | Antwerp 2022,USD,0.16,4.38,2.53,3.06,12,skinport
Sticker | oSee (Glitter) | Paris 2023,USD,0.04,4.08,1.14,0.12,60,skinport
Sticker | oSee (Glitter) | Rio 2022,USD,0.5,4.87,1.99,1.1,20,skinport
Sticker | oSee (Gold) | Antwerp 2022,USD,4.22,10.31,6.71,5.55,8,skinport
Sticker | oSee (Gold) | Paris 2023,USD,1.31,17.59,4.76,3.98,13,skinport
Sticker | oSee (Gold) | Rio 2022,USD,6.65,11.14,9.86,11.14,8,skinport
Sticker | oSee (Holo) | Antwerp 2022,USD,1.67,8.33,5.21,3.76,21,skinport
Sticker | oSee (Holo) | Austin 2025,USD,6.54,10.53,8.53,8.53,2,skinport
Sticker | oSee (Holo) | Paris 2023,USD,0.35,5.56,2.57,2.53,10,skinport
Sticker | oSee (Holo) | Rio 2022,USD,1.64,3.51,2.96,3.39,7,skinport
Sticker | oSee | Paris 2023,USD,0.02,1.02,0.04,0.02,675,skinport
Sticker | oSee | Rio 2022,USD,0.02,5.13,0.42,0.04,21,skinport
Sticker | oskar | Berlin 2019,USD,0.42,5.07,2.28,1.2,21,skinport
Sticker | oskar | Boston 2018,USD,2.35,20.66,4.24,3.31,18,skinport
Sticker | oskar (Foil) | Berlin 2019,USD,1.43,6.04,2.65,2.34,25,skinport
Sticker | oskar (Foil) | Boston 2018,USD,10.56,21.11,14.57,13.86,10,skinport
Sticker | oskar (Foil) | Krakow 2017,USD,35.97,41.07,37.95,36.81,3,skinport
Sticker | oskar (Foil) | London 2018,USD,8.21,23.46,15.52,15.24,7,skinport
Sticker | oskar (Gold) | Krakow 2017,USD,528.05,528.05,528.05,528.05,1,skinport
Sticker | oskar | Krakow 2017,USD,4.55,5.86,5.41,5.62,4,skinport
Sticker | oskar | London 2018,USD,4.91,12.3,7.98,5.91,12,skinport
Sticker | ottoNd | Berlin 2019,USD,0.7,2.34,1.44,1.58,10,skinport
Sticker | ottoNd (Foil) | Berlin 2019,USD,0.76,5.5,4.48,4.92,17,skinport
Sticker | Ouchie (Foil),USD,3.78,8.93,4.41,4.29,69,skinport
Sticker | Outsiders | Antwerp 2022,USD,0.07,4.79,1.97,2.32,198,skinport
Sticker | Outsiders (Glitter) | Antwerp 2022,USD,0.33,15.84,1.88,1.16,119,skinport
Sticker | Outsiders (Glitter) | Rio 2022,USD,0.56,4.45,1.56,1.21,68,skinport
Sticker | Outsiders (Gold) | Antwerp 2022,USD,7.03,355.77,38.13,17.04,22,skinport
Sticker | Outsiders (Gold) | Rio 2022,USD,5.63,59.49,12.53,6.29,14,skinport
Sticker | Outsiders (Holo) | Antwerp 2022,USD,14.61,331.82,70.74,27.89,146,skinport
Sticker | Outsiders (Holo) | Rio 2022,USD,7.57,15.88,9.32,7.57,9,skinport
Sticker | Outsiders | Rio 2022,USD,0.02,0.14,0.08,0.12,58,skinport
Sticker | Overloaded (Glitter),USD,0.27,0.52,0.49,0.52,13,skinport
Sticker | Overpass Diorama (Foil),USD,0.29,6.17,1.71,1.55,30,skinport
Sticker | PAC AI,USD,0.27,10.95,4.41,5.94,17,skinport
Sticker | PAC AI (Foil),USD,4.01,10.55,5.62,4.41,12,skinport
Sticker | paiN Gaming | Austin 2025,USD,0.04,4.07,0.06,0.04,681,skinport
Sticker | paiN Gaming | Budapest 2025,USD,0.02,0.05,0.04,0.04,225,skinport
Sticker | paiN Gaming | Copenhagen 2024,USD,0.02,0.18,0.05,0.04,2034,skinport
Sticker | paiN Gaming (Embroidered) | Budapest 2025,USD,0.06,4.87,0.29,0.06,21,skinport
Sticker | paiN Gaming (Foil) | Austin 2025,USD,0.07,4.87,2.16,0.7,35,skinport
Sticker | paiN Gaming (Foil) | Stockholm 2021,USD,3.79,59.22,9.02,6.58,55,skinport
Sticker | paiN Gaming (Glitter) | Copenhagen 2024,USD,0.79,8.57,4.74,4.98,378,skinport
Sticker | paiN Gaming (Glitter) | Paris 2023,USD,0.15,5.1,1.78,1.4,306,skinport
Sticker | paiN Gaming (Glitter) | Shanghai 2024,USD,0.15,8.71,1.03,1.0,73,skinport
Sticker | paiN Gaming (Gold) | Austin 2025,USD,1.01,11.73,3.65,2.82,7,skinport
Sticker | paiN Gaming (Gold) | Budapest 2025,USD,0.76,0.76,0.76,0.76,1,skinport
Sticker | paiN Gaming (Gold) | Copenhagen 2024,USD,2.82,10.68,5.57,3.26,9,skinport
Sticker | paiN Gaming (Gold) | Paris 2023,USD,1.62,6.16,3.47,3.17,14,skinport
Sticker | paiN Gaming (Gold) | Shanghai 2024,USD,2.29,20.58,8.93,3.91,3,skinport
Sticker | paiN Gaming (Gold) | Stockholm 2021,USD,8.52,26.04,14.62,13.31,15,skinport
Sticker | paiN Gaming (Holo) | Austin 2025,USD,17.71,606.24,118.88,19.95,6,skinport
Sticker | paiN Gaming (Holo) | Budapest 2025,USD,9.22,11.19,10.87,11.18,6,skinport
Sticker | paiN Gaming (Holo) | Copenhagen 2024,USD,10.55,13.64,11.29,10.76,8,skinport
Sticker | paiN Gaming (Holo) | Paris 2023,USD,2.23,117.35,8.25,5.86,131,skinport
Sticker | paiN Gaming (Holo) | Shanghai 2024,USD,8.57,26.99,22.16,23.45,29,skinport
Sticker | paiN Gaming (Holo) | Stockholm 2021,USD,14.76,6922.7,209.82,21.11,147,skinport
Sticker | paiN Gaming | Paris 2023,USD,0.02,0.23,0.04,0.04,3346,skinport
Sticker | paiN Gaming | Shanghai 2024,USD,0.02,1.35,0.04,0.04,582,skinport
Sticker | paiN Gaming | Stockholm 2021,USD,0.09,3.16,2.19,2.41,180,skinport
Sticker | Pain Train (Holo),USD,1.22,10.56,4.55,1.28,40,skinport
Sticker | Pandamonium,USD,1.01,19.01,8.04,1.88,8,skinport
Sticker | PARIVISION | Budapest 2025,USD,0.04,0.8,0.11,0.07,49,skinport
Sticker | PARIVISION (Embroidered) | Budapest 2025,USD,0.2,0.65,0.26,0.21,10,skinport
Sticker | PARIVISION (Gold) | Budapest 2025,USD,3.24,3.24,3.24,3.24,1,skinport
Sticker | PARIVISION (Holo) | Budapest 2025,USD,11.01,32.67,19.48,13.4,16,skinport
Sticker | pashaBiceps | Atlanta 2017,USD,11.68,12.86,12.46,12.85,3,skinport
Sticker | pashaBiceps | Boston 2018,USD,11.72,12.9,12.32,12.34,4,skinport
Sticker | pashaBiceps | Cluj-Napoca 2015,USD,37.13,37.13,37.13,37.13,1,skinport
Sticker | pashaBiceps | Cologne 2015,USD,23.57,23.57,23.57,23.57,1,skinport
Sticker | pashaBiceps | Cologne 2016,USD,13.08,38.92,25.28,23.16,6,skinport
Sticker | pashaBiceps (Foil) | Boston 2018,USD,22.99,49.81,27.31,24.63,14,skinport
Sticker | pashaBiceps (Foil) | Cluj-Napoca 2015,USD,62.77,70.4,66.58,66.58,2,skinport
Sticker | pashaBiceps (Foil) | Cologne 2015,USD,78.19,117.33,97.76,97.76,2,skinport
Sticker | pashaBiceps (Foil) | Cologne 2016,USD,66.82,70.4,68.61,68.61,2,skinport
Sticker | pashaBiceps (Foil) | London 2018,USD,25.84,64.53,46.47,49.86,6,skinport
Sticker | pashaBiceps (Foil) | MLG Columbus 2016,USD,69.33,69.33,69.33,69.33,1,skinport
Sticker | pashaBiceps (Gold) | Boston 2018,USD,1056.11,1056.11,1056.11,1056.11,1,skinport
Sticker | pashaBiceps (Gold) | London 2018,USD,531.59,531.59,531.59,531.59,1,skinport
Sticker | pashaBiceps | Krakow 2017,USD,16.43,21.73,18.22,17.38,4,skinport
Sticker | pashaBiceps | London 2018,USD,17.6,39.71,28.66,28.66,2,skinport
Sticker | pashaBiceps | MLG Columbus 2016,USD,22.14,22.16,22.14,22.14,3,skinport
Sticker | Passion UA | Budapest 2025,USD,0.04,0.04,0.04,0.04,65,skinport
Sticker | Passion UA (Glitter) | Shanghai 2024,USD,0.46,1.87,0.96,1.0,113,skinport
Sticker | Passion UA (Gold) | Budapest 2025,USD,2.99,11.73,5.93,3.06,3,skinport
Sticker | Passion UA (Gold) | Shanghai 2024,USD,3.31,12.27,6.95,7.63,21,skinport
Sticker | Passion UA (Holo) | Budapest 2025,USD,12.44,13.92,13.64,13.86,6,skinport
Sticker | Passion UA (Holo) | Shanghai 2024,USD,10.26,27.24,21.53,23.54,23,skinport
Sticker | Passion UA | Shanghai 2024,USD,0.02,1.35,0.08,0.04,998,skinport
Sticker | Patsi | Antwerp 2022,USD,0.02,0.04,0.02,0.02,165,skinport
Sticker | Patsi (Glitter) | Antwerp 2022,USD,0.22,4.29,1.47,1.37,24,skinport
Sticker | Patsi (Glitter) | Rio 2022,USD,0.09,3.07,1.55,1.28,10,skinport
Sticker | Patsi (Gold) | Antwerp 2022,USD,2.39,10.83,6.23,4.91,16,skinport
Sticker | Patsi (Gold) | Rio 2022,USD,2.32,7.12,5.22,7.03,5,skinport
Sticker | Patsi (Holo) | Antwerp 2022,USD,0.87,7.24,3.52,3.39,68,skinport
Sticker | Patsi (Holo) | Rio 2022,USD,0.75,3.51,2.25,2.25,5,skinport
Sticker | Patsi | Rio 2022,USD,0.04,5.13,1.34,1.35,26,skinport
Sticker | Patti | Copenhagen 2024,USD,0.02,0.04,0.02,0.02,246,skinport
Sticker | Patti (Glitter) | Copenhagen 2024,USD,0.11,4.79,1.64,1.35,51,skinport
Sticker | Patti (Gold) | Copenhagen 2024,USD,1.2,1.68,1.44,1.44,2,skinport
Sticker | Patti (Holo) | Copenhagen 2024,USD,0.39,5.73,1.74,1.23,7,skinport
Sticker | paz | Boston 2018,USD,4.74,8.2,6.65,7.03,3,skinport
Sticker | paz (Foil) | Boston 2018,USD,8.21,10.56,9.39,9.39,2,skinport
Sticker | paz | London 2018,USD,2.64,19.16,8.16,2.68,3,skinport
Sticker | Peek-A-Boo,USD,0.02,0.18,0.07,0.04,944,skinport
Sticker | Peek Me (Foil),USD,0.65,17.37,4.61,2.32,11,skinport
Sticker | peet | Cluj-Napoca 2015,USD,8.45,10.21,9.33,9.33,2,skinport
Sticker | peet | Cologne 2015,USD,11.92,11.92,11.92,11.92,1,skinport
Sticker | peet (Foil) | Cologne 2015,USD,17.6,22.28,19.75,19.55,4,skinport
Sticker | Pegasus,USD,0.53,14.57,2.66,0.66,21,skinport
Sticker | Pegasus (Holo),USD,2.14,18.08,7.08,6.42,15,skinport
Sticker | PENTA Sports | DreamHack 2014,USD,35.2,100.92,55.33,42.59,4,skinport
Sticker | PENTA Sports (Foil) | Katowice 2015,USD,49.18,146.68,97.91,97.87,3,skinport
Sticker | PENTA Sports (Foil) | Krakow 2017,USD,23.39,35.19,31.66,34.02,4,skinport
Sticker | PENTA Sports (Holo) | Katowice 2015,USD,105.61,258.16,142.46,116.07,8,skinport
Sticker | PENTA Sports (Holo) | Krakow 2017,USD,18.54,19.63,19.27,19.62,3,skinport
Sticker | PENTA Sports  | Katowice 2015,USD,19.95,24.63,23.07,24.63,3,skinport
Sticker | PENTA Sports | Krakow 2017,USD,2.51,18.63,10.81,8.7,12,skinport
Sticker | Perfecto | Antwerp 2022,USD,0.02,10.97,0.07,0.04,257,skinport
Sticker | Perfecto | Berlin 2019,USD,0.21,3.95,1.14,1.09,16,skinport
Sticker | Perfecto | Copenhagen 2024,USD,0.76,5.16,2.46,1.11,9,skinport
Sticker | Perfecto (Foil) | Berlin 2019,USD,1.48,17.78,8.47,7.31,4,skinport
Sticker | Perfecto (Glitter) | Antwerp 2022,USD,0.06,4.38,2.91,3.86,24,skinport
Sticker | Perfecto (Glitter) | Copenhagen 2024,USD,0.68,2.92,2.34,2.87,4,skinport
Sticker | Perfecto (Glitter) | Paris 2023,USD,0.04,4.79,1.63,1.35,35,skinport
Sticker | Perfecto (Glitter) | Rio 2022,USD,0.68,4.47,1.47,1.11,15,skinport
Sticker | Perfecto (Glitter) | Shanghai 2024,USD,0.07,3.58,0.72,0.25,60,skinport
