market_hash_name,currency,min_price,max_price,mean_price,median_price,quantity_sold,source,scraped_at
StatTrak™ CZ75-Auto | Vendetta (Battle-Scarred),USD,0.78,0.78,0.78,0.78,26,steam_market,2026-04-27T10:09:13.464216+00:00
P2000 | Urban Hazard (Battle-Scarred),USD,0.16,0.16,0.16,0.16,91,steam_market,2026-04-27T10:09:16.282157+00:00
CZ75-Auto | Eco (Well-Worn),USD,1.12,1.12,1.12,1.12,126,steam_market,2026-04-27T10:09:16.282177+00:00
StatTrak™ Dual Berettas | Dualing Dragons (Field-Tested),USD,0.89,0.89,0.89,0.89,91,steam_market,2026-04-27T10:09:16.282183+00:00
P250 | Gunsmoke (Field-Tested),USD,3.3,3.3,3.3,3.3,30,steam_market,2026-04-27T10:09:16.282192+00:00
USP-S | Orange Anolis (Field-Tested),USD,115.0,115.0,115.0,115.0,4,steam_market,2026-04-27T10:09:16.282199+00:00
CZ75-Auto | Pole Position (Well-Worn),USD,1.97,1.97,1.97,1.97,18,steam_market,2026-04-27T10:09:16.282203+00:00
Glock-18 | Neo-Noir (Well-Worn),USD,52.0,52.0,52.0,52.0,34,steam_market,2026-04-27T10:09:18.996072+00:00
Desert Eagle | Night Heist (Well-Worn),USD,36.28,36.28,36.28,36.28,5,steam_market,2026-04-27T10:09:22.029797+00:00
CZ75-Auto | Victoria (Battle-Scarred),USD,115.72,115.72,115.72,115.72,8,steam_market,2026-04-27T10:09:22.029825+00:00
CZ75-Auto | Xiangliu (Battle-Scarred),USD,18.68,18.68,18.68,18.68,7,steam_market,2026-04-27T10:09:22.029855+00:00
Souvenir CZ75-Auto | Chalice (Factory New),USD,283.87,283.87,283.87,283.87,13,steam_market,2026-04-27T10:09:22.029861+00:00
StatTrak™ Tec-9 | Rebel (Battle-Scarred),USD,0.16,0.16,0.16,0.16,171,steam_market,2026-04-27T10:12:50.385498+00:00
StatTrak™ USP-S | Lead Conduit (Battle-Scarred),USD,2.61,2.61,2.61,2.61,78,steam_market,2026-04-27T10:09:24.167005+00:00
Five-SeveN | Buddy (Well-Worn),USD,1.15,1.15,1.15,1.15,62,steam_market,2026-04-27T10:09:24.167014+00:00
StatTrak™ Five-SeveN | Buddy (Minimal Wear),USD,4.96,4.96,4.96,4.96,28,steam_market,2026-04-27T10:09:24.167021+00:00
StatTrak™ Glock-18 | Wraiths (Factory New),USD,14.61,14.61,14.61,14.61,14,steam_market,2026-04-27T10:09:24.167027+00:00
Dual Berettas | Contractor (Factory New),USD,2.68,2.68,2.68,2.68,132,steam_market,2026-04-27T10:09:24.167035+00:00
Glock-18 | Red Tire (Battle-Scarred),USD,8.36,8.36,8.36,8.36,13,steam_market,2026-04-27T10:09:25.987385+00:00
StatTrak™ CZ75-Auto | Hexane (Minimal Wear),USD,9.22,9.22,9.22,9.22,17,steam_market,2026-04-27T10:09:25.987386+00:00
P250 | Contamination (Well-Worn),USD,4.67,4.67,4.67,4.67,18,steam_market,2026-04-27T10:09:25.987388+00:00
Glock-18 | Groundwater (Factory New),USD,194.0,194.0,194.0,194.0,7,steam_market,2026-04-27T10:11:06.246137+00:00
Souvenir Dual Berettas | Colony (Well-Worn),USD,1.4,1.4,1.4,1.4,46,steam_market,2026-04-27T10:11:06.246140+00:00
CZ75-Auto | Slalom (Minimal Wear),USD,22.0,22.0,22.0,22.0,48,steam_market,2026-04-27T10:11:06.246153+00:00
Desert Eagle | Starcade (Field-Tested),USD,91.82,91.82,91.82,91.82,80,steam_market,2026-04-27T10:11:06.246172+00:00
Glock-18 | Gamma Doppler (Factory New),USD,290.18,290.18,290.18,290.18,88,steam_market,2026-04-27T10:09:28.668821+00:00
Dual Berettas | Twin Turbo (Minimal Wear),USD,9.68,9.68,9.68,9.68,64,steam_market,2026-04-27T10:09:28.668826+00:00
CZ75-Auto | Red Astor (Battle-Scarred),USD,1.54,1.54,1.54,1.54,61,steam_market,2026-04-27T10:09:28.668832+00:00
Tec-9 | Orange Murano (Minimal Wear),USD,10.59,10.59,10.59,10.59,6,steam_market,2026-04-27T10:09:28.668837+00:00
Souvenir P2000 | Chainmail (Field-Tested),USD,27.38,27.38,27.38,27.38,12,steam_market,2026-04-27T10:09:31.321436+00:00
StatTrak™ USP-S | Kill Confirmed (Well-Worn),USD,235.75,235.75,235.75,235.75,8,steam_market,2026-04-27T10:09:31.321465+00:00
Souvenir Tec-9 | Toxic (Field-Tested),USD,19.47,19.47,19.47,19.47,24,steam_market,2026-04-27T10:09:31.321474+00:00
Souvenir Tec-9 | Mummy's Rot (Factory New),USD,18.07,18.07,18.07,18.07,12,steam_market,2026-04-27T10:09:31.321480+00:00
StatTrak™ P250 | Supernova (Well-Worn),USD,5.06,5.06,5.06,5.06,22,steam_market,2026-04-27T10:09:31.321491+00:00
StatTrak™ Dual Berettas | Black Limba (Minimal Wear),USD,9.29,9.29,9.29,9.29,12,steam_market,2026-04-27T10:09:31.321499+00:00
StatTrak™ Desert Eagle | Code Red (Factory New),USD,304.21,304.21,304.21,304.21,7,steam_market,2026-04-27T10:09:31.321512+00:00
Five-SeveN | Retrobution (Factory New),USD,34.19,34.19,34.19,34.19,31,steam_market,2026-04-27T10:09:34.245819+00:00
P250 | Steel Disruption (Factory New),USD,19.95,19.95,19.95,19.95,72,steam_market,2026-04-27T10:10:30.523806+00:00
StatTrak™ USP-S | Blood Tiger (Field-Tested),USD,10.04,10.04,10.04,10.04,37,steam_market,2026-04-27T10:09:34.245845+00:00
P250 | Vino Primo (Factory New),USD,57.31,57.31,57.31,57.31,30,steam_market,2026-04-27T10:09:34.245849+00:00
Glock-18 | Ramese's Reach (Factory New),USD,149.87,149.87,149.87,149.87,43,steam_market,2026-04-27T10:09:34.245852+00:00
Tec-9 | Safety Net (Minimal Wear),USD,4.3,4.3,4.3,4.3,22,steam_market,2026-04-27T10:09:34.245855+00:00
StatTrak™ P2000 | Wicked Sick (Factory New),USD,32.8,32.8,32.8,32.8,18,steam_market,2026-04-27T10:09:34.245860+00:00
USP-S | Kill Confirmed (Field-Tested),USD,95.88,95.88,95.88,95.88,54,steam_market,2026-04-27T10:09:34.245864+00:00
StatTrak™ P2000 | Ivory (Battle-Scarred),USD,0.5,0.5,0.5,0.5,64,steam_market,2026-04-27T10:12:44.598823+00:00
Souvenir Desert Eagle | Tilted (Battle-Scarred),USD,0.43,0.43,0.43,0.43,96,steam_market,2026-04-27T10:09:34.245873+00:00
StatTrak™ Five-SeveN | Fowl Play (Minimal Wear),USD,32.12,32.12,32.12,32.12,10,steam_market,2026-04-27T10:09:36.231320+00:00
Five-SeveN | Capillary (Minimal Wear),USD,0.8,0.8,0.8,0.8,102,steam_market,2026-04-27T10:09:36.231353+00:00
StatTrak™ Glock-18 | Warhawk (Well-Worn),USD,0.65,0.65,0.65,0.65,153,steam_market,2026-04-27T10:09:36.231361+00:00
CZ75-Auto | Army Sheen (Factory New),USD,9.35,9.35,9.35,9.35,52,steam_market,2026-04-27T10:09:36.231368+00:00
StatTrak™ Five-SeveN | Urban Hazard (Factory New),USD,8.01,8.01,8.01,8.01,136,steam_market,2026-04-27T10:09:36.231374+00:00
StatTrak™ Glock-18 | Weasel (Field-Tested),USD,2.56,2.56,2.56,2.56,102,steam_market,2026-04-27T10:09:36.231380+00:00
StatTrak™ Dual Berettas | Ventilators (Factory New),USD,1.58,1.58,1.58,1.58,48,steam_market,2026-04-27T10:09:36.231387+00:00
R8 Revolver | Reboot (Minimal Wear),USD,4.37,4.37,4.37,4.37,120,steam_market,2026-04-27T10:09:36.231393+00:00
StatTrak™ USP-S | The Traitor (Field-Tested),USD,72.7,72.7,72.7,72.7,21,steam_market,2026-04-27T10:09:58.069768+00:00
StatTrak™ Desert Eagle | Mecha Industries (Factory New),USD,43.72,43.72,43.72,43.72,36,steam_market,2026-04-27T10:09:58.069785+00:00
CZ75-Auto | Vendetta (Minimal Wear),USD,3.23,3.23,3.23,3.23,19,steam_market,2026-04-27T10:09:38.111064+00:00
StatTrak™ P250 | Red Rock (Minimal Wear),USD,34.7,34.7,34.7,34.7,5,steam_market,2026-04-27T10:09:38.111070+00:00
P250 | Ripple (Well-Worn),USD,0.46,0.46,0.46,0.46,54,steam_market,2026-04-27T10:09:38.111078+00:00
StatTrak™ P250 | Epicenter (Field-Tested),USD,11.5,11.5,11.5,11.5,24,steam_market,2026-04-27T10:09:38.111083+00:00
Dual Berettas | Black Limba (Factory New),USD,47.0,47.0,47.0,47.0,5,steam_market,2026-04-27T10:09:40.931534+00:00
Tec-9 | Terrace (Factory New),USD,242.2,242.2,242.2,242.2,6,steam_market,2026-04-27T10:09:40.931575+00:00
R8 Revolver | Fade (Factory New),USD,172.5,172.5,172.5,172.5,28,steam_market,2026-04-27T10:09:40.931584+00:00
R8 Revolver | Canal Spray (Minimal Wear),USD,6.98,6.98,6.98,6.98,19,steam_market,2026-04-27T10:09:40.931590+00:00
Souvenir P250 | Sand Dune (Battle-Scarred),USD,1.64,1.64,1.64,1.64,56,steam_market,2026-04-27T10:09:40.931601+00:00
StatTrak™ USP-S | Monster Mashup (Field-Tested),USD,46.86,46.86,46.86,46.86,13,steam_market,2026-04-27T10:09:44.221143+00:00
P2000 | Space Race (Well-Worn),USD,17.43,17.43,17.43,17.43,14,steam_market,2026-04-27T10:09:44.221171+00:00
P250 | Dark Filigree (Battle-Scarred),USD,11.69,11.69,11.69,11.69,2,steam_market,2026-04-27T10:09:44.221179+00:00
Dual Berettas | Switch Board (Well-Worn),USD,5.29,5.29,5.29,5.29,14,steam_market,2026-04-27T10:09:44.221185+00:00
USP-S | Royal Blue (Well-Worn),USD,15.21,15.21,15.21,15.21,29,steam_market,2026-04-27T10:09:44.221207+00:00
StatTrak™ USP-S | Overgrowth (Field-Tested),USD,49.96,49.96,49.96,49.96,14,steam_market,2026-04-27T10:09:44.221223+00:00
Tec-9 | Avalanche (Well-Worn),USD,2.22,2.22,2.22,2.22,60,steam_market,2026-04-27T10:11:29.662011+00:00
R8 Revolver | Desert Brush (Well-Worn),USD,1.26,1.26,1.26,1.26,85,steam_market,2026-04-27T10:11:29.662057+00:00
P2000 | Oceanic (Well-Worn),USD,0.47,0.47,0.47,0.47,68,steam_market,2026-04-27T10:11:29.662065+00:00
StatTrak™ USP-S | Torque (Minimal Wear),USD,4.28,4.28,4.28,4.28,191,steam_market,2026-04-27T10:11:29.662071+00:00
StatTrak™ Glock-18 | Vogue (Factory New),USD,32.29,32.29,32.29,32.29,51,steam_market,2026-04-27T10:10:23.023935+00:00
USP-S | Bleeding Edge (Well-Worn),USD,3.05,3.05,3.05,3.05,69,steam_market,2026-04-27T10:10:23.023942+00:00
Souvenir Desert Eagle | Urban Rubble (Well-Worn),USD,14.73,14.73,14.73,14.73,6,steam_market,2026-04-27T10:10:23.023949+00:00
P250 | Valence (Well-Worn),USD,0.46,0.46,0.46,0.46,88,steam_market,2026-04-27T10:09:46.986576+00:00
Desert Eagle | Kumicho Dragon (Well-Worn),USD,29.1,29.1,29.1,29.1,21,steam_market,2026-04-27T10:09:46.986577+00:00
StatTrak™ Desert Eagle | Light Rail (Minimal Wear),USD,10.5,10.5,10.5,10.5,71,steam_market,2026-04-27T10:09:46.986578+00:00
StatTrak™ Desert Eagle | Naga (Minimal Wear),USD,11.4,11.4,11.4,11.4,49,steam_market,2026-04-27T10:11:12.010401+00:00
Glock-18 | Night (Minimal Wear),USD,45.13,45.13,45.13,45.13,86,steam_market,2026-04-27T10:09:48.845603+00:00
Souvenir Five-SeveN | Contractor (Minimal Wear),USD,2.94,2.94,2.94,2.94,83,steam_market,2026-04-27T10:09:48.845608+00:00
P2000 | Granite Marbleized (Battle-Scarred),USD,0.18,0.18,0.18,0.18,151,steam_market,2026-04-27T10:09:48.845611+00:00
Five-SeveN | Case Hardened (Factory New),USD,126.13,126.13,126.13,126.13,54,steam_market,2026-04-27T10:09:48.845614+00:00
StatTrak™ Five-SeveN | Monkey Business (Minimal Wear),USD,85.04,85.04,85.04,85.04,6,steam_market,2026-04-27T10:10:10.282681+00:00
USP-S | Cyrex (Battle-Scarred),USD,5.35,5.35,5.35,5.35,165,steam_market,2026-04-27T10:10:40.153980+00:00
StatTrak™ R8 Revolver | Survivalist (Minimal Wear),USD,0.98,0.98,0.98,0.98,38,steam_market,2026-04-27T10:09:50.853810+00:00
Desert Eagle | Mecha Industries (Factory New),USD,22.31,22.31,22.31,22.31,185,steam_market,2026-04-27T10:09:50.853818+00:00
CZ75-Auto | Circaetus (Well-Worn),USD,0.29,0.29,0.29,0.29,320,steam_market,2026-04-27T10:09:50.853825+00:00
StatTrak™ Five-SeveN | Flame Test (Well-Worn),USD,0.58,0.58,0.58,0.58,123,steam_market,2026-04-27T10:09:50.853831+00:00
Five-SeveN | Violent Daimyo (Factory New),USD,4.1,4.1,4.1,4.1,226,steam_market,2026-04-27T10:09:50.853837+00:00
StatTrak™ Dual Berettas | Retribution (Factory New),USD,10.52,10.52,10.52,10.52,12,steam_market,2026-04-27T10:09:50.853844+00:00
StatTrak™ CZ75-Auto | Twist (Minimal Wear),USD,2.5,2.5,2.5,2.5,75,steam_market,2026-04-27T10:09:50.853853+00:00
StatTrak™ P250 | Contaminant (Battle-Scarred),USD,0.89,0.89,0.89,0.89,33,steam_market,2026-04-27T10:09:50.853859+00:00
StatTrak™ P2000 | Handgun (Minimal Wear),USD,6.62,6.62,6.62,6.62,60,steam_market,2026-04-27T10:10:45.375377+00:00
Tec-9 | Mummy's Rot (Factory New),USD,42.48,42.48,42.48,42.48,27,steam_market,2026-04-27T10:09:52.841836+00:00
Five-SeveN | Orange Peel (Factory New),USD,11.99,11.99,11.99,11.99,88,steam_market,2026-04-27T10:09:52.841865+00:00
StatTrak™ USP-S | Flashback (Well-Worn),USD,3.28,3.28,3.28,3.28,32,steam_market,2026-04-27T10:09:52.841872+00:00
Dual Berettas | Cartel (Minimal Wear),USD,2.7,2.7,2.7,2.7,62,steam_market,2026-04-27T10:09:52.841878+00:00
P2000 | Granite Marbleized (Factory New),USD,20.28,20.28,20.28,20.28,36,steam_market,2026-04-27T10:09:52.841887+00:00
StatTrak™ Desert Eagle | Light Rail (Well-Worn),USD,4.96,4.96,4.96,4.96,55,steam_market,2026-04-27T10:09:52.841893+00:00
USP-S | Overgrowth (Factory New),USD,187.74,187.74,187.74,187.74,6,steam_market,2026-04-27T10:09:52.841899+00:00
StatTrak™ P2000 | Ivory (Field-Tested),USD,0.55,0.55,0.55,0.55,240,steam_market,2026-04-27T10:11:03.654523+00:00
StatTrak™ P250 | Visions (Well-Worn),USD,6.41,6.41,6.41,6.41,20,steam_market,2026-04-27T10:09:52.841910+00:00
Souvenir Five-SeveN | Forest Night (Field-Tested),USD,0.57,0.57,0.57,0.57,191,steam_market,2026-04-27T10:09:52.841915+00:00
Tec-9 | Snek-9 (Minimal Wear),USD,1.08,1.08,1.08,1.08,112,steam_market,2026-04-27T10:11:32.586838+00:00
Souvenir CZ75-Auto | Silver (Factory New),USD,0.53,0.53,0.53,0.53,508,steam_market,2026-04-27T10:09:55.135632+00:00
StatTrak™ R8 Revolver | Tango (Battle-Scarred),USD,0.49,0.49,0.49,0.49,112,steam_market,2026-04-27T10:11:32.586858+00:00
Glock-18 | Dragon Tattoo (Factory New),USD,205.0,205.0,205.0,205.0,92,steam_market,2026-04-27T10:11:32.586875+00:00
Glock-18 | Red Tire (Field-Tested),USD,8.33,8.33,8.33,8.33,14,steam_market,2026-04-27T10:11:32.586878+00:00
StatTrak™ R8 Revolver | Crazy 8 (Factory New),USD,9.62,9.62,9.62,9.62,55,steam_market,2026-04-27T10:11:32.586881+00:00
Glock-18 | Sacrifice (Field-Tested),USD,0.53,0.53,0.53,0.53,610,steam_market,2026-04-27T10:11:32.586883+00:00
Souvenir Glock-18 | Pink DDPAT (Field-Tested),USD,4.28,4.28,4.28,4.28,107,steam_market,2026-04-27T10:11:03.654445+00:00
Desert Eagle | Directive (Minimal Wear),USD,9.22,9.22,9.22,9.22,135,steam_market,2026-04-27T10:11:32.586863+00:00
Glock-18 | Sacrifice (Battle-Scarred),USD,0.35,0.35,0.35,0.35,221,steam_market,2026-04-27T10:11:32.586866+00:00
StatTrak™ P2000 | Red FragCam (Minimal Wear),USD,4.42,4.42,4.42,4.42,30,steam_market,2026-04-27T10:09:58.069734+00:00
P2000 | Woodsman (Minimal Wear),USD,60.65,60.65,60.65,60.65,11,steam_market,2026-04-27T10:09:58.069742+00:00
P250 | Copper Oxide (Well-Worn),USD,0.04,0.04,0.04,0.04,1005,steam_market,2026-04-27T10:11:01.565799+00:00
Souvenir USP-S | Purple DDPAT (Well-Worn),USD,3.54,3.54,3.54,3.54,63,steam_market,2026-04-27T10:11:01.565827+00:00
P250 | Bone Mask (Factory New),USD,25.57,25.57,25.57,25.57,6,steam_market,2026-04-27T10:11:01.565835+00:00
Tec-9 | Ice Cap (Well-Worn),USD,0.51,0.51,0.51,0.51,48,steam_market,2026-04-27T10:09:58.069773+00:00
P250 | Iron Clad (Field-Tested),USD,0.55,0.55,0.55,0.55,513,steam_market,2026-04-27T10:09:58.069779+00:00
R8 Revolver | Tango (Well-Worn),USD,0.38,0.38,0.38,0.38,51,steam_market,2026-04-27T10:10:00.043989+00:00
Souvenir P250 | Metallic DDPAT (Factory New),USD,5.78,5.78,5.78,5.78,86,steam_market,2026-04-27T10:10:00.044007+00:00
P2000 | Gnarled (Factory New),USD,2.94,2.94,2.94,2.94,216,steam_market,2026-04-27T10:10:00.044011+00:00
Souvenir P2000 | Chainmail (Minimal Wear),USD,23.36,23.36,23.36,23.36,25,steam_market,2026-04-27T10:10:00.044013+00:00
Dual Berettas | Marina (Minimal Wear),USD,9.83,9.83,9.83,9.83,34,steam_market,2026-04-27T10:10:00.044015+00:00
StatTrak™ Five-SeveN | Triumvirate (Minimal Wear),USD,9.12,9.12,9.12,9.12,11,steam_market,2026-04-27T10:10:02.740114+00:00
Souvenir Five-SeveN | Forest Night (Minimal Wear),USD,2.76,2.76,2.76,2.76,66,steam_market,2026-04-27T10:10:02.740143+00:00
StatTrak™ Desert Eagle | Conspiracy (Field-Tested),USD,30.82,30.82,30.82,30.82,27,steam_market,2026-04-27T10:10:02.740152+00:00
Dual Berettas | Moon in Libra (Minimal Wear),USD,8.37,8.37,8.37,8.37,59,steam_market,2026-04-27T10:10:02.740158+00:00
StatTrak™ P250 | Supernova (Field-Tested),USD,3.03,3.03,3.03,3.03,98,steam_market,2026-04-27T10:10:02.740164+00:00
P2000 | Imperial (Factory New),USD,3.91,3.91,3.91,3.91,354,steam_market,2026-04-27T10:10:02.740169+00:00
Souvenir P2000 | Panther Camo (Well-Worn),USD,0.54,0.54,0.54,0.54,40,steam_market,2026-04-27T10:10:02.740176+00:00
Souvenir CZ75-Auto | Copper Fiber (Minimal Wear),USD,0.18,0.18,0.18,0.18,127,steam_market,2026-04-27T10:10:02.740183+00:00
Glock-18 | AXIA (Well-Worn),USD,55.7,55.7,55.7,55.7,22,steam_market,2026-04-27T10:10:02.740189+00:00
USP-S | Royal Guard (Well-Worn),USD,1.52,1.52,1.52,1.52,114,steam_market,2026-04-27T10:10:02.740196+00:00
StatTrak™ Glock-18 | Catacombs (Minimal Wear),USD,3.58,3.58,3.58,3.58,83,steam_market,2026-04-27T10:10:53.372598+00:00
P250 | Inferno (Factory New),USD,20.85,20.85,20.85,20.85,65,steam_market,2026-04-27T10:10:53.372605+00:00
P250 | Iron Clad (Battle-Scarred),USD,0.43,0.43,0.43,0.43,126,steam_market,2026-04-27T10:10:05.950230+00:00
StatTrak™ Glock-18 | Catacombs (Factory New),USD,4.94,4.94,4.94,4.94,93,steam_market,2026-04-27T10:10:05.950232+00:00
StatTrak™ USP-S | Black Lotus (Battle-Scarred),USD,5.75,5.75,5.75,5.75,51,steam_market,2026-04-27T10:10:05.950233+00:00
Souvenir Tec-9 | Blast From the Past (Minimal Wear),USD,1.05,1.05,1.05,1.05,45,steam_market,2026-04-27T10:10:05.950234+00:00
Desert Eagle | Kumicho Dragon (Minimal Wear),USD,44.1,44.1,44.1,44.1,79,steam_market,2026-04-27T10:10:05.950235+00:00
R8 Revolver | Phoenix Marker (Factory New),USD,30.78,30.78,30.78,30.78,58,steam_market,2026-04-27T10:10:05.950236+00:00
StatTrak™ Dual Berettas | Flora Carnivora (Battle-Scarred),USD,0.85,0.85,0.85,0.85,130,steam_market,2026-04-27T10:10:05.950238+00:00
StatTrak™ Desert Eagle | Ocean Drive (Battle-Scarred),USD,125.62,125.62,125.62,125.62,8,steam_market,2026-04-27T10:10:05.950239+00:00
StatTrak™ CZ75-Auto | Pole Position (Minimal Wear),USD,4.89,4.89,4.89,4.89,26,steam_market,2026-04-27T10:10:08.401384+00:00
Dual Berettas | Retribution (Minimal Wear),USD,13.88,13.88,13.88,13.88,20,steam_market,2026-04-27T10:10:08.401406+00:00
Souvenir Desert Eagle | Tilted (Factory New),USD,7.5,7.5,7.5,7.5,101,steam_market,2026-04-27T10:10:08.401411+00:00
StatTrak™ Glock-18 | Steel Disruption (Minimal Wear),USD,19.09,19.09,19.09,19.09,26,steam_market,2026-04-27T10:10:08.401414+00:00
StatTrak™ Dual Berettas | Cartel (Well-Worn),USD,0.65,0.65,0.65,0.65,40,steam_market,2026-04-27T10:10:08.401417+00:00
Dual Berettas | Dezastre (Field-Tested),USD,6.79,6.79,6.79,6.79,32,steam_market,2026-04-27T10:10:08.401421+00:00
Tec-9 | Urban DDPAT (Factory New),USD,6.95,6.95,6.95,6.95,109,steam_market,2026-04-27T10:10:08.401427+00:00
Glock-18 | Groundwater (Field-Tested),USD,31.6,31.6,31.6,31.6,51,steam_market,2026-04-27T10:10:17.488527+00:00
Five-SeveN | Urban Hazard (Factory New),USD,6.85,6.85,6.85,6.85,210,steam_market,2026-04-27T10:10:17.488532+00:00
Tec-9 | Cracked Opal (Field-Tested),USD,0.36,0.36,0.36,0.36,539,steam_market,2026-04-27T10:10:17.488538+00:00
StatTrak™ CZ75-Auto | Tacticat (Field-Tested),USD,2.08,2.08,2.08,2.08,66,steam_market,2026-04-27T10:10:30.523872+00:00
Souvenir Glock-18 | Night (Battle-Scarred),USD,0.6,0.6,0.6,0.6,160,steam_market,2026-04-27T10:10:30.523880+00:00
Tec-9 | Flash Out (Factory New),USD,10.92,10.92,10.92,10.92,91,steam_market,2026-04-27T10:10:34.701757+00:00
StatTrak™ Desert Eagle | Printstream (Minimal Wear),USD,133.0,133.0,133.0,133.0,32,steam_market,2026-04-27T10:10:34.701762+00:00
P250 | Epicenter (Well-Worn),USD,7.14,7.14,7.14,7.14,23,steam_market,2026-04-27T10:10:12.685700+00:00
StatTrak™ Desert Eagle | Printstream (Battle-Scarred),USD,83.63,83.63,83.63,83.63,13,steam_market,2026-04-27T10:10:12.685706+00:00
Souvenir Glock-18 | Reactor (Field-Tested),USD,39.27,39.27,39.27,39.27,23,steam_market,2026-04-27T10:10:12.685712+00:00
Souvenir Tec-9 | Toxic (Minimal Wear),USD,39.99,39.99,39.99,39.99,20,steam_market,2026-04-27T10:10:12.685717+00:00
Glock-18 | Blue Fissure (Minimal Wear),USD,11.41,11.41,11.41,11.41,133,steam_market,2026-04-27T10:10:12.685722+00:00
USP-S | Whiteout (Battle-Scarred),USD,60.83,60.83,60.83,60.83,29,steam_market,2026-04-27T10:10:15.700288+00:00
Souvenir Glock-18 | Green Line (Minimal Wear),USD,4.4,4.4,4.4,4.4,45,steam_market,2026-04-27T10:10:34.701704+00:00
Tec-9 | Sandstorm (Well-Worn),USD,0.82,0.82,0.82,0.82,57,steam_market,2026-04-27T10:10:34.701727+00:00
StatTrak™ P250 | Wingshot (Factory New),USD,21.69,21.69,21.69,21.69,34,steam_market,2026-04-27T10:10:34.701733+00:00
USP-S | Overgrowth (Field-Tested),USD,31.75,31.75,31.75,31.75,53,steam_market,2026-04-27T10:10:15.700336+00:00
StatTrak™ Five-SeveN | Fairy Tale (Well-Worn),USD,51.58,51.58,51.58,51.58,9,steam_market,2026-04-27T10:10:15.700342+00:00
StatTrak™ USP-S | Monster Mashup (Well-Worn),USD,47.28,47.28,47.28,47.28,5,steam_market,2026-04-27T10:10:15.700349+00:00
Souvenir Five-SeveN | Orange Peel (Battle-Scarred),USD,3.48,3.48,3.48,3.48,16,steam_market,2026-04-27T10:10:15.700355+00:00
StatTrak™ R8 Revolver | Reboot (Minimal Wear),USD,7.32,7.32,7.32,7.32,43,steam_market,2026-04-27T10:10:15.700361+00:00
Dual Berettas | Balance (Factory New),USD,24.32,24.32,24.32,24.32,21,steam_market,2026-04-27T10:10:15.700366+00:00
P250 | Mint Kimono (Field-Tested),USD,13.43,13.43,13.43,13.43,69,steam_market,2026-04-27T10:10:17.488468+00:00
StatTrak™ CZ75-Auto | Red Astor (Battle-Scarred),USD,1.64,1.64,1.64,1.64,45,steam_market,2026-04-27T10:10:17.488511+00:00
Souvenir Glock-18 | Reactor (Minimal Wear),USD,58.0,58.0,58.0,58.0,15,steam_market,2026-04-27T10:10:17.488520+00:00
Glock-18 | Warhawk (Well-Worn),USD,0.41,0.41,0.41,0.41,272,steam_market,2026-04-27T10:10:17.488544+00:00
StatTrak™ Five-SeveN | Retrobution (Field-Tested),USD,4.04,4.04,4.04,4.04,34,steam_market,2026-04-27T10:10:17.488550+00:00
StatTrak™ Tec-9 | Fuel Injector (Well-Worn),USD,14.23,14.23,14.23,14.23,22,steam_market,2026-04-27T10:10:17.488555+00:00
Dual Berettas | Royal Consorts (Well-Worn),USD,5.49,5.49,5.49,5.49,171,steam_market,2026-04-27T10:10:17.488560+00:00
Glock-18 | Gamma Doppler (Minimal Wear),USD,162.65,162.65,162.65,162.65,99,steam_market,2026-04-27T10:11:14.693945+00:00
StatTrak™ Tec-9 | Fuel Injector (Minimal Wear),USD,33.47,33.47,33.47,33.47,19,steam_market,2026-04-27T10:11:14.693954+00:00
CZ75-Auto | Silver (Factory New),USD,35.0,35.0,35.0,35.0,38,steam_market,2026-04-27T10:13:53.389127+00:00
StatTrak™ Tec-9 | Isaac (Minimal Wear),USD,10.35,10.35,10.35,10.35,91,steam_market,2026-04-27T10:10:19.997230+00:00
P250 | Epicenter (Battle-Scarred),USD,6.07,6.07,6.07,6.07,37,steam_market,2026-04-27T10:10:19.997236+00:00
StatTrak™ CZ75-Auto | Tigris (Field-Tested),USD,3.56,3.56,3.56,3.56,73,steam_market,2026-04-27T10:10:19.997241+00:00
Desert Eagle | Cobalt Disruption (Factory New),USD,192.48,192.48,192.48,192.48,77,steam_market,2026-04-27T10:10:19.997247+00:00
Five-SeveN | Hyper Beast (Field-Tested),USD,408.87,408.87,408.87,408.87,31,steam_market,2026-04-27T10:10:19.997255+00:00
Five-SeveN | Crimson Blossom (Minimal Wear),USD,117.01,117.01,117.01,117.01,10,steam_market,2026-04-27T10:10:19.997263+00:00
StatTrak™ Glock-18 | Shinobu (Factory New),USD,87.31,87.31,87.31,87.31,24,steam_market,2026-04-27T10:10:19.997272+00:00
Dual Berettas | Flora Carnivora (Factory New),USD,10.35,10.35,10.35,10.35,149,steam_market,2026-04-27T10:10:23.023870+00:00
Glock-18 | Synth Leaf (Field-Tested),USD,548.87,548.87,548.87,548.87,5,steam_market,2026-04-27T10:10:23.023897+00:00
StatTrak™ Dual Berettas | Marina (Field-Tested),USD,10.83,10.83,10.83,10.83,26,steam_market,2026-04-27T10:10:23.023905+00:00
Glock-18 | Warhawk (Factory New),USD,21.68,21.68,21.68,21.68,71,steam_market,2026-04-27T10:10:53.372612+00:00
StatTrak™ Dual Berettas | Ventilators (Well-Worn),USD,0.55,0.55,0.55,0.55,25,steam_market,2026-04-27T10:10:53.372619+00:00
Desert Eagle | Light Rail (Factory New),USD,23.14,23.14,23.14,23.14,127,steam_market,2026-04-27T10:10:53.372627+00:00
