"market_hash_name","currency","min_price","max_price","mean_price","median_price","quantity_sold"
"Sealed Graffiti | Recoil P90 (Jungle Green)","USD",0.03,0.452,0.030572082379862708,0.03,164408
"Sealed Graffiti | Recoil P90 (Monarch Blue)","USD",0.03,0.587,0.030648020935557747,0.03,150771
"Sealed Graffiti | Recoil P90 (Monster Purple)","USD",0.03,0.977,0.03078039986889545,0.03,151393
"Sealed Graffiti | Recoil P90 (Princess Pink)","USD",0.03,0.791,0.03078899082568808,0.03,151514
"Sealed Graffiti | Recoil P90 (SWAT Blue)","USD",0.03,0.645,0.030784544859201055,0.03,179831
"Sealed Graffiti | Recoil P90 (Shark White)","USD",0.03,0.472,0.030663043478260876,0.03,152140
"Sealed Graffiti | Recoil P90 (Tiger Orange)","USD",0.03,0.679,0.031314899154196496,0.03,183725
"Sealed Graffiti | Recoil P90 (Tracer Yellow)","USD",0.03,0.555,0.030759052007899943,0.03,149100
"Sealed Graffiti | Recoil P90 (Violent Violet)","USD",0.03,0.531,0.030664475846204412,0.03,149496
"Sealed Graffiti | Recoil P90 (War Pig Pink)","USD",0.03,0.617,0.03104003938299968,0.03,159612
"Sealed Graffiti | Recoil P90 (Wire Blue)","USD",0.03,0.544,0.03070719684521854,0.03,159615
"Sealed Graffiti | Recoil PP-Bizon (Battle Green)","USD",0.03,0.553,0.030710448738945306,0.03,155516
"Sealed Graffiti | Recoil PP-Bizon (Bazooka Pink)","USD",0.03,0.501,0.03068337730870713,0.03,154522
"Sealed Graffiti | Recoil PP-Bizon (Blood Red)","USD",1.127,7.206,3.001058912386707,2.923,21713
"Sealed Graffiti | Recoil PP-Bizon (Brick Red)","USD",0.124,3.1,0.6691034324942792,0.537,42479
"Sealed Graffiti | Recoil PP-Bizon (Cash Green)","USD",0.111,2.821,0.7175008527572485,0.61,13003
"Sealed Graffiti | Recoil PP-Bizon (Desert Amber)","USD",0.143,5.326,1.1601484018264843,1.2774999999999999,42758
"Sealed Graffiti | Recoil PP-Bizon (Dust Brown)","USD",0.107,5.584,1.2143191489361702,1.35,13122
"Sealed Graffiti | Recoil PP-Bizon (Frog Green)","USD",0.188,1.954,0.8066466165413533,0.8005,15664
"Sealed Graffiti | Recoil PP-Bizon (Jungle Green)","USD",0.129,2.695,0.7732336991607489,0.785,14757
"Sealed Graffiti | Recoil PP-Bizon (Monarch Blue)","USD",0.261,1.117,0.47964986737400533,0.4475,21539
"Sealed Graffiti | Recoil PP-Bizon (Monster Purple)","USD",0.03,0.148,0.06690648011782031,0.067,13549
"Sealed Graffiti | Recoil PP-Bizon (Princess Pink)","USD",0.03,0.184,0.0816364312267658,0.084,14677
"Sealed Graffiti | Recoil PP-Bizon (SWAT Blue)","USD",0.03,0.215,0.08314790764790765,0.087,15668
"Sealed Graffiti | Recoil PP-Bizon (Shark White)","USD",0.03,0.181,0.06804394812680115,0.069,13601
"Sealed Graffiti | Recoil PP-Bizon (Tiger Orange)","USD",0.03,0.178,0.06292465252377469,0.064,13340
"Sealed Graffiti | Recoil PP-Bizon (Tracer Yellow)","USD",0.03,0.171,0.06828740740740741,0.068,13561
"Sealed Graffiti | Recoil PP-Bizon (Violent Violet)","USD",0.03,0.313,0.06449375459221161,0.063,13107
"Sealed Graffiti | Recoil PP-Bizon (War Pig Pink)","USD",0.03,0.151,0.06461063218390804,0.065,13373
"Sealed Graffiti | Recoil PP-Bizon (Wire Blue)","USD",0.03,0.346,0.06849370836417468,0.067,13395
"Sealed Graffiti | Recoil SG 553 (Battle Green)","USD",0.03,0.212,0.06862564862861378,0.07,13017
"Sealed Graffiti | Recoil SG 553 (Bazooka Pink)","USD",0.03,0.261,0.08354103122730573,0.086,14026
"Sealed Graffiti | Recoil SG 553 (Blood Red)","USD",0.03,0.15,0.06961208151382824,0.073,13516
"Sealed Graffiti | Recoil SG 553 (Brick Red)","USD",0.03,0.196,0.08325274725274726,0.085,14299
"Sealed Graffiti | Recoil SG 553 (Cash Green)","USD",0.03,2.8,0.07711760409057707,0.071,13739
"Sealed Graffiti | Recoil SG 553 (Desert Amber)","USD",0.03,0.152,0.06617978339350179,0.067,13537
"Sealed Graffiti | Recoil SG 553 (Dust Brown)","USD",0.03,0.532,0.16960544217687076,0.16,16576
"Sealed Graffiti | Recoil SG 553 (Frog Green)","USD",0.03,0.178,0.07314243973703434,0.074,13997
"Sealed Graffiti | Recoil SG 553 (Jungle Green)","USD",0.03,0.193,0.06968694362017805,0.07,13040
"Sealed Graffiti | Recoil SG 553 (Monarch Blue)","USD",0.03,0.186,0.06719691403379867,0.067,13540
"Sealed Graffiti | Recoil SG 553 (Monster Purple)","USD",0.03,0.456,0.030506266490765183,0.03,154910
"Sealed Graffiti | Recoil SG 553 (Princess Pink)","USD",0.03,0.377,0.030475057813016192,0.03,156683
"Sealed Graffiti | Recoil SG 553 (SWAT Blue)","USD",0.03,1.409,0.031014662756598248,0.03,167688
"Sealed Graffiti | Recoil SG 553 (Shark White)","USD",0.03,0.482,0.030552086756490314,0.03,160300
"Sealed Graffiti | Recoil SG 553 (Tiger Orange)","USD",0.03,0.287,0.030429039659128163,0.03,163239
"Sealed Graffiti | Recoil SG 553 (Tracer Yellow)","USD",0.03,0.453,0.030492943879225475,0.03,157155
"Sealed Graffiti | Recoil SG 553 (Violent Violet)","USD",0.03,0.43,0.03047425742574258,0.03,163112
"Sealed Graffiti | Recoil SG 553 (War Pig Pink)","USD",0.03,0.428,0.03048617511520738,0.03,157022
"Sealed Graffiti | Recoil SG 553 (Wire Blue)","USD",0.03,0.433,0.03048092105263159,0.03,154757
"Sealed Graffiti | Recoil UMP-45 (Battle Green)","USD",0.03,0.437,0.030495551894563436,0.03,154147
"Sealed Graffiti | Recoil UMP-45 (Bazooka Pink)","USD",0.03,0.337,0.030467434210526324,0.03,157336
"Sealed Graffiti | Recoil UMP-45 (Blood Red)","USD",0.03,0.341,0.03048685075608153,0.03,154243
"Sealed Graffiti | Recoil UMP-45 (Brick Red)","USD",0.03,0.425,0.03052877342979284,0.03,177390
"Sealed Graffiti | Recoil UMP-45 (Cash Green)","USD",0.03,0.31,0.030525362318840583,0.03,157172
"Sealed Graffiti | Recoil UMP-45 (Desert Amber)","USD",0.03,0.357,0.03047408385605811,0.03,154476
"Sealed Graffiti | Recoil UMP-45 (Dust Brown)","USD",0.03,0.354,0.030515480895915683,0.03,151135
"Sealed Graffiti | Recoil UMP-45 (Frog Green)","USD",0.03,0.407,0.030458567183889076,0.03,150972
"Sealed Graffiti | Recoil UMP-45 (Jungle Green)","USD",0.03,0.457,0.030491004252535175,0.03,159291
"Sealed Graffiti | Recoil UMP-45 (Monarch Blue)","USD",0.03,0.355,0.030468379446640326,0.03,155343
"Sealed Graffiti | Recoil UMP-45 (Monster Purple)","USD",0.03,0.528,0.03052049048080027,0.03,296988
"Sealed Graffiti | Recoil UMP-45 (Princess Pink)","USD",0.03,0.689,0.030634920634920643,0.03,296943
"Sealed Graffiti | Recoil UMP-45 (SWAT Blue)","USD",0.03,0.777,0.030610770719122875,0.03,299122
"Sealed Graffiti | Recoil UMP-45 (Shark White)","USD",0.03,0.475,0.0304959638359703,0.03,308670
"Sealed Graffiti | Recoil UMP-45 (Tiger Orange)","USD",0.03,0.456,0.03046417043253713,0.03,325251
"Sealed Graffiti | Recoil UMP-45 (Tracer Yellow)","USD",0.03,0.454,0.030509385113268617,0.03,299678
"Sealed Graffiti | Recoil UMP-45 (Violent Violet)","USD",0.03,1.002,0.030651851851851864,0.03,302146
"Sealed Graffiti | Recoil UMP-45 (War Pig Pink)","USD",0.03,0.639,0.030567917205692116,0.03,302275
"Sealed Graffiti | Recoil UMP-45 (Wire Blue)","USD",0.03,0.334,0.030468689477081996,0.03,303549
"Sealed Graffiti | Recoil XM1014 (Battle Green)","USD",0.03,0.388,0.03046778350515465,0.03,313998
"Sealed Graffiti | Recoil XM1014 (Bazooka Pink)","USD",0.03,0.902,0.03142539993470455,0.03,162520
"Sealed Graffiti | Recoil XM1014 (Blood Red)","USD",0.03,1.19,0.0320132944228275,0.03,176086
"Sealed Graffiti | Recoil XM1014 (Brick Red)","USD",0.03,1.012,0.03847245625405056,0.03,206364
"Sealed Graffiti | Recoil XM1014 (Cash Green)","USD",0.03,1.163,0.0319582926034539,0.03,173299
"Sealed Graffiti | Recoil XM1014 (Desert Amber)","USD",0.03,1.319,0.03155948869223206,0.03,161830
"Sealed Graffiti | Recoil XM1014 (Dust Brown)","USD",0.03,1.172,0.03151100164203613,0.03,163235
"Sealed Graffiti | Recoil XM1014 (Frog Green)","USD",0.03,0.635,0.031409105797576164,0.03,161175
"Sealed Graffiti | Recoil XM1014 (Jungle Green)","USD",0.03,0.844,0.031379705400982005,0.03,162761
"Sealed Graffiti | Recoil XM1014 (Monarch Blue)","USD",0.03,0.924,0.03178764227642277,0.03,168955
"Sealed Graffiti | Recoil XM1014 (Monster Purple)","USD",0.03,0.592,0.03175448906301012,0.03,176489
"Sealed Graffiti | Recoil XM1014 (Princess Pink)","USD",0.03,11.654,0.03586863444696725,0.03,190992
"Sealed Graffiti | Recoil XM1014 (SWAT Blue)","USD",0.03,0.865,0.031428849902534126,0.03,165050
"Sealed Graffiti | Recoil XM1014 (Shark White)","USD",0.03,1.106,0.06582924467398323,0.056,236135
"Sealed Graffiti | Recoil XM1014 (Tiger Orange)","USD",0.03,0.754,0.031782864617396996,0.03,172239
"Sealed Graffiti | Recoil XM1014 (Tracer Yellow)","USD",0.03,1.08,0.0314530223390276,0.03,164417
"Sealed Graffiti | Recoil XM1014 (Violent Violet)","USD",0.03,1.028,0.031618845777632874,0.03,171026
"Sealed Graffiti | Recoil XM1014 (War Pig Pink)","USD",0.03,0.673,0.03131861301929997,0.03,165271
"Sealed Graffiti | Recoil XM1014 (Wire Blue)","USD",0.03,1.071,0.032123856209150335,0.03,176447
"Sealed Graffiti | Rekt","USD",0.03,0.642,0.031446463335496444,0.03,169790
"Sealed Graffiti | Renegades | Boston 2018","USD",0.278,2.54,0.6414142980189492,0.629,20093
"Sealed Graffiti | Renegades | London 2018","USD",0.14,4.822,0.8419727722772278,0.81,7071
"Sealed Graffiti | Rice Bomb","USD",0.636,24.736,2.747974358974359,1.892,7472
"Sealed Graffiti | Rising Skull","USD",0.203,4.737,1.3317572254335261,1.243,18921
"Sealed Graffiti | Rly (Battle Green)","USD",0.03,0.249,0.053437086092715226,0.053,14423
"Sealed Graffiti | Rly (Bazooka Pink)","USD",0.03,0.335,0.06003268945022289,0.059,14156
"Sealed Graffiti | Rly (Blood Red)","USD",0.03,0.159,0.0589144111192392,0.059,15865
"Sealed Graffiti | Rly (Brick Red)","USD",0.03,0.12,0.054443389335281214,0.055,15243
"Sealed Graffiti | Rly (Cash Green)","USD",0.03,0.112,0.052416296296296294,0.052,13396
"Sealed Graffiti | Rly (Desert Amber)","USD",0.03,0.11,0.052258909090909085,0.051,14080
"Sealed Graffiti | Rly (Dust Brown)","USD",0.03,0.18,0.051925205684367995,0.054,14230
"Sealed Graffiti | Rly (Frog Green)","USD",0.03,0.381,0.05326413690476191,0.053,14008
"Sealed Graffiti | Rly (Jungle Green)","USD",0.03,0.182,0.05180469897209985,0.051,13843
"Sealed Graffiti | Rly (Monarch Blue)","USD",0.03,0.108,0.05336491487786825,0.054,13659
"Sealed Graffiti | Rly (Monster Purple)","USD",0.03,0.34,0.05562327272727273,0.056,14236
"Sealed Graffiti | Rly (Princess Pink)","USD",0.03,0.137,0.05466369047619048,0.054,14090
"Sealed Graffiti | Rly (SWAT Blue)","USD",0.03,0.199,0.06189431486880466,0.0605,14172
"Sealed Graffiti | Rly (Shark White)","USD",0.03,0.215,0.05325661764705882,0.054,14359
"Sealed Graffiti | Rly (Tiger Orange)","USD",0.03,0.11,0.05283048327137547,0.054,14267
"Sealed Graffiti | Rly (Tracer Yellow)","USD",0.03,0.161,0.0545940959409594,0.053,13676
"Sealed Graffiti | Rly (Violent Violet)","USD",0.03,0.121,0.05415490909090909,0.054,13788
"Sealed Graffiti | Rly (War Pig Pink)","USD",0.03,0.143,0.05465501858736059,0.054,14398
"Sealed Graffiti | Rly (Wire Blue)","USD",0.03,0.121,0.05275167286245354,0.054,13787
"Sealed Graffiti | Rogue | London 2018","USD",0.402,1.858,1.0010309205903023,1.004,58047
"Sealed Graffiti | SK Gaming | Atlanta 2017","USD",0.098,1.204,0.42188452520515823,0.412,11855
"Sealed Graffiti | SK Gaming | Boston 2018","USD",0.078,0.932,0.374362895493768,0.3875,35198
"Sealed Graffiti | SK Gaming | Krakow 2017","USD",0.093,4.27,0.4494248704663213,0.434,12727
"Sealed Graffiti | Shaolin","USD",0.22,1.927,0.8443871103622577,0.899,103972
"Sealed Graffiti | Shave Master","USD",0.226,7.908,0.9124145552560647,0.918,16799
"Sealed Graffiti | Sheriff (Battle Green)","USD",0.195,2.075,0.814419891989199,0.8734999999999999,43322
"Sealed Graffiti | Sheriff (Bazooka Pink)","USD",0.194,2.937,0.9508131466828971,0.998,15695
"Sealed Graffiti | Sheriff (Blood Red)","USD",0.702,6.442,2.520763322131541,2.418,8613
"Sealed Graffiti | Sheriff (Brick Red)","USD",0.432,2.894,1.1948660949868073,1.0845,150031
"Sealed Graffiti | Sheriff (Cash Green)","USD",0.298,1.164,0.5252425412425412,0.52,54496
"Sealed Graffiti | Sheriff (Desert Amber)","USD",0.433,1.489,0.8232589255922589,0.839,130818
"Sealed Graffiti | Sheriff (Dust Brown)","USD",0.131,3.85,0.5651294642857143,0.5674999999999999,13473
"Sealed Graffiti | Sheriff (Frog Green)","USD",0.03,0.359,0.03045203679369252,0.03,165644
"Sealed Graffiti | Sheriff (Jungle Green)","USD",0.03,0.597,0.030609436435124513,0.03,165450
"Sealed Graffiti | Sheriff (Monarch Blue)","USD",0.03,0.211,0.03054320580474935,0.03,169968
"Sealed Graffiti | Sheriff (Monster Purple)","USD",0.03,0.333,0.03047278126031014,0.03,166977
"Sealed Graffiti | Sheriff (Princess Pink)","USD",0.03,0.414,0.030468379446640326,0.03,169841
"Sealed Graffiti | Sheriff (SWAT Blue)","USD",0.03,0.193,0.03034343101745144,0.03,167973
"Sealed Graffiti | Sheriff (Shark White)","USD",0.03,0.35,0.03043659658344285,0.03,178072
"Sealed Graffiti | Sheriff (Tiger Orange)","USD",0.03,0.432,0.030535396773131385,0.03,165338
"Sealed Graffiti | Sheriff (Tracer Yellow)","USD",0.03,0.438,0.030506107626279307,0.03,165132
"Sealed Graffiti | Sheriff (Violent Violet)","USD",0.03,0.368,0.03139546351084813,0.03,174549
"Sealed Graffiti | Sheriff (War Pig Pink)","USD",0.03,0.289,0.03075458715596331,0.03,166019
"Sealed Graffiti | Sheriff (Wire Blue)","USD",0.03,0.393,0.03048561983471075,0.03,164408
"Sealed Graffiti | Shining Star (Battle Green)","USD",0.03,0.387,0.030491614600460383,0.03,173469
"Sealed Graffiti | Shining Star (Bazooka Pink)","USD",0.03,0.514,0.03994798061389338,0.03,170672
"Sealed Graffiti | Shining Star (Blood Red)","USD",0.03,0.365,0.03047461513265641,0.03,166456
"Sealed Graffiti | Shining Star (Brick Red)","USD",0.03,0.338,0.03049063424252383,0.03,163290
"Sealed Graffiti | Shining Star (Cash Green)","USD",0.03,0.296,0.030440339980385752,0.03,166843
"Sealed Graffiti | Shining Star (Desert Amber)","USD",0.03,0.431,0.030472404730617617,0.03,166587
"Sealed Graffiti | Shining Star (Dust Brown)","USD",0.03,0.362,0.030472733245729307,0.03,165389
"Sealed Graffiti | Shining Star (Frog Green)","USD",0.03,0.589,0.030571147540983612,0.03,171101
"Sealed Graffiti | Shining Star (Jungle Green)","USD",0.03,0.533,0.030562295081967217,0.03,163789
"Sealed Graffiti | Shining Star (Monarch Blue)","USD",0.03,0.586,0.030725173210161667,0.03,157440
"Sealed Graffiti | Shining Star (Monster Purple)","USD",0.03,0.478,0.030557458017780714,0.03,162082
"Sealed Graffiti | Shining Star (Princess Pink)","USD",0.03,0.284,0.030446766819072508,0.03,176948
"Sealed Graffiti | Shining Star (SWAT Blue)","USD",0.03,0.556,0.03054829172141919,0.03,170812
"Sealed Graffiti | Shining Star (Shark White)","USD",0.03,0.474,0.030491458607095935,0.03,182123
"Sealed Graffiti | Shining Star (Tiger Orange)","USD",0.03,0.304,0.030458935611038115,0.03,171929
"Sealed Graffiti | Shining Star (Tracer Yellow)","USD",0.03,0.54,0.030535984226092678,0.03,171381
"Sealed Graffiti | Shining Star (Violent Violet)","USD",0.03,0.359,0.030499673202614385,0.03,167559
"Sealed Graffiti | Shining Star (War Pig Pink)","USD",0.03,0.317,0.030481432796582327,0.03,162111
"Sealed Graffiti | Shining Star (Wire Blue)","USD",0.03,0.47,0.030527522935779823,0.03,163446
"Sealed Graffiti | Shooting Star Return","USD",0.03,0.829,0.030675409836065586,0.03,169292
"Sealed Graffiti | Silver Bullet (Battle Green)","USD",0.03,0.375,0.03052099737532809,0.03,163155
"Sealed Graffiti | Silver Bullet (Bazooka Pink)","USD",0.03,0.313,0.03048968903436989,0.03,170726
"Sealed Graffiti | Silver Bullet (Blood Red)","USD",0.03,0.591,0.03058587848932677,0.03,167306
"Sealed Graffiti | Silver Bullet (Brick Red)","USD",0.03,0.487,0.03055719921104537,0.03,173251
"Sealed Graffiti | Silver Bullet (Cash Green)","USD",0.03,0.401,0.03050673234811167,0.03,168478
"Sealed Graffiti | Silver Bullet (Desert Amber)","USD",0.03,0.454,0.030515538109257452,0.03,171087
"Sealed Graffiti | Silver Bullet (Dust Brown)","USD",0.03,0.405,0.030611147540983614,0.03,161608
"Sealed Graffiti | Silver Bullet (Frog Green)","USD",0.03,0.593,0.030717805519053884,0.03,155295
"Sealed Graffiti | Silver Bullet (Jungle Green)","USD",0.03,0.533,0.03142777229351761,0.03,156901
"Sealed Graffiti | Silver Bullet (Monarch Blue)","USD",0.03,0.575,0.030797244094488196,0.03,154359
"Sealed Graffiti | Silver Bullet (Monster Purple)","USD",0.03,0.443,0.030608467344929443,0.03,174900
"Sealed Graffiti | Silver Bullet (Princess Pink)","USD",0.03,1.566,0.03103537504094334,0.03,164202
"Sealed Graffiti | Silver Bullet (SWAT Blue)","USD",0.03,0.409,0.03059070072036674,0.03,173450
"Sealed Graffiti | Silver Bullet (Shark White)","USD",0.03,0.484,0.030621311475409838,0.03,167986
"Sealed Graffiti | Silver Bullet (Tiger Orange)","USD",0.03,0.529,0.030658376963350796,0.03,163200
"Sealed Graffiti | Silver Bullet (Tracer Yellow)","USD",0.03,0.636,0.03073558322411534,0.03,159701
"Sealed Graffiti | Silver Bullet (Violent Violet)","USD",0.03,0.548,0.030709825829773257,0.03,154143
"Sealed Graffiti | Silver Bullet (War Pig Pink)","USD",0.03,0.797,0.03078458498023716,0.03,161086
"Sealed Graffiti | Silver Bullet (Wire Blue)","USD",0.03,0.558,0.03076569175156097,0.03,170204
"Sealed Graffiti | Skull n' Crosshairs","USD",0.03,0.527,0.030727897838899808,0.03,160027
"Sealed Graffiti | Smarmy (Battle Green)","USD",0.03,1.328,0.030924063116370817,0.03,162400
"Sealed Graffiti | Smarmy (Bazooka Pink)","USD",0.03,0.39,0.03070818271442656,0.03,163505
"Sealed Graffiti | Smarmy (Blood Red)","USD",0.03,0.513,0.03063979023271059,0.03,158722
"Sealed Graffiti | Smarmy (Brick Red)","USD",0.03,0.394,0.030606712284131643,0.03,166085
"Sealed Graffiti | Smarmy (Cash Green)","USD",0.03,0.374,0.030620249017038012,0.03,167289
"Sealed Graffiti | Smarmy (Desert Amber)","USD",0.341,3.912,0.8702578191039728,0.788,20989
"Sealed Graffiti | Smarmy (Dust Brown)","USD",0.954,16.573,3.1465470139771283,3.0985,181900
"Sealed Graffiti | Smarmy (Frog Green)","USD",0.03,3.552,0.11196747700394219,0.093,143823
"Sealed Graffiti | Smarmy (Jungle Green)","USD",0.16,5.808,0.3865585949642525,0.32,450591
"Sealed Graffiti | Smarmy (Monarch Blue)","USD",0.055,2.907,0.10837348649487738,0.097,1049402
"Sealed Graffiti | Smarmy (Monster Purple)","USD",0.091,1.718,0.21145155279503106,0.175,736364
"Sealed Graffiti | Smarmy (Princess Pink)","USD",0.03,5.39,0.17499999999999996,0.133,111575
"Sealed Graffiti | Smarmy (SWAT Blue)","USD",0.03,40.016,0.1539100817438692,0.074,176903
"Sealed Graffiti | Smarmy (Shark White)","USD",0.146,1.697,0.26103946360153263,0.2395,718040
"Sealed Graffiti | Smarmy (Tiger Orange)","USD",0.04,0.887,0.07754232094982765,0.076,1568165
"Sealed Graffiti | Smarmy (Tracer Yellow)","USD",0.063,1.234,0.13199540229885057,0.128,976215
"Sealed Graffiti | Smarmy (Violent Violet)","USD",0.03,9.618,0.11833475562451513,0.084,197155
"Sealed Graffiti | Smarmy (War Pig Pink)","USD",0.095,2.147,0.6482011078998073,0.406,2088034
"Sealed Graffiti | Smarmy (Wire Blue)","USD",0.105,8.16,0.6196197478991597,0.541,108046
"Sealed Graffiti | Smirk (Battle Green)","USD",0.03,0.603,0.04814085564173131,0.039,4499647
"Sealed Graffiti | Smirk (Bazooka Pink)","USD",0.03,1.33,0.03172129096822618,0.03,1391413
"Sealed Graffiti | Smirk (Blood Red)","USD",0.03,0.25,0.03081135851888918,0.03,4326301
"Sealed Graffiti | Smirk (Brick Red)","USD",0.03,28.777,0.12942364843503001,0.075,160546
"Sealed Graffiti | Smirk (Cash Green)","USD",0.112,7.287,0.3104375200770961,0.272,103078
"Sealed Graffiti | Smirk (Desert Amber)","USD",0.03,2.684,0.08200275229357798,0.079,687118
"Sealed Graffiti | Smirk (Dust Brown)","USD",0.037,16.214,0.14118421860607921,0.121,378680
"Sealed Graffiti | Smirk (Frog Green)","USD",0.03,11.256,0.1412438271604938,0.095,51216
"Sealed Graffiti | Smirk (Jungle Green)","USD",0.03,12.241,1.0748473053892214,1.1615,48859
"Sealed Graffiti | Smirk (Monarch Blue)","USD",0.074,18.616,1.5884957805907176,1.6635,91477
"Sealed Graffiti | Smirk (Monster Purple)","USD",0.03,18.181,1.281013309134906,1.44,250367
"Sealed Graffiti | Smirk (Princess Pink)","USD",0.03,25.698,1.3039607329842933,1.45,139875
"Sealed Graffiti | Smirk (SWAT Blue)","USD",0.03,110.465,1.0900972696245734,0.961,20488
"Sealed Graffiti | Smirk (Shark White)","USD",0.03,25.248,0.21143817204301077,0.061,18163
"Sealed Graffiti | Smirk (Tiger Orange)","USD",0.055,12.976,0.3236558669001751,0.373,130589
"Sealed Graffiti | Smirk (Tracer Yellow)","USD",0.03,4.834,0.18923217247097843,0.25,257158
"Sealed Graffiti | Smirk (Violent Violet)","USD",0.032,3.871,0.20439893617021276,0.2305,130650
"Sealed Graffiti | Smirk (War Pig Pink)","USD",0.03,12.17,0.1587574671445639,0.075,28353
"Sealed Graffiti | Smirk (Wire Blue)","USD",0.175,123.81,11.97183795782464,8.235,3696
"Sealed Graffiti | Smooch (Battle Green)","USD",0.41,416.48,47.30487696969696,34.7605,2949
"Sealed Graffiti | Smooch (Bazooka Pink)","USD",3.001,132.843,19.266414871144907,11.014,21786
"Sealed Graffiti | Smooch (Blood Red)","USD",4.417,243.43,25.79195120967742,15.419,12734
"Sealed Graffiti | Smooch (Brick Red)","USD",3.32,128.325,13.450780911062907,8.6045,2899
"Sealed Graffiti | Smooch (Cash Green)","USD",0.03,46.859,2.0572266450040617,2.178,26999
"Sealed Graffiti | Smooch (Desert Amber)","USD",1.282,26.72,4.7352509270704575,4.213,51352
"Sealed Graffiti | Smooch (Dust Brown)","USD",0.251,8.059,2.5490296296296298,2.8765,183638
"Sealed Graffiti | Smooch (Frog Green)","USD",0.523,10.573,2.872662673392181,3.0755,113619
"Sealed Graffiti | Smooch (Jungle Green)","USD",0.362,6.64,1.9266859504132232,1.611,17025
"Sealed Graffiti | Smooch (Monarch Blue)","USD",1.117,7.507,4.023916513198281,3.679,43064
"Sealed Graffiti | Smooch (Monster Purple)","USD",16.836,92.511,30.008674471299095,25.8685,8081
"Sealed Graffiti | Smooch (Princess Pink)","USD",2.992,13.595,6.074960638904735,6.191,106169
"Sealed Graffiti | Smooch (SWAT Blue)","USD",7.828,30.171,13.427130952380953,11.6745,44105
"Sealed Graffiti | Smooch (Shark White)","USD",2.164,24.864,4.653215611004479,4.301,62819
"Sealed Graffiti | Smooch (Tiger Orange)","USD",0.112,1.512,0.19200126422250316,0.167,47539
"Sealed Graffiti | Smooch (Tracer Yellow)","USD",0.606,4.774,1.0784186939820741,0.978,11100
"Sealed Graffiti | Smooch (Violent Violet)","USD",0.178,1.867,0.3070606826801517,0.27,132378
"Sealed Graffiti | Smooch (War Pig Pink)","USD",0.315,2.449,0.513252844500632,0.48,76011
"Sealed Graffiti | Smooch (Wire Blue)","USD",0.11,1.543,0.2255777496839443,0.2,39185
"Sealed Graffiti | Sorry (Battle Green)","USD",1.022,8.791,2.9075943008225615,2.8095,95677
"Sealed Graffiti | Sorry (Bazooka Pink)","USD",4.343,44.873,14.032300065231569,13.656,42683
"Sealed Graffiti | Sorry (Blood Red)","USD",1.432,9.897,3.857503668171557,3.9684999999999997,389237
"Sealed Graffiti | Sorry (Brick Red)","USD",2.216,17.874,6.451864490031782,6.296,200972
"Sealed Graffiti | Sorry (Cash Green)","USD",1.022,8.968,3.16047963668327,2.982,158978
"Sealed Graffiti | Sorry (Desert Amber)","USD",0.052,5.48,0.4336974333662389,0.174,255261
"Sealed Graffiti | Sorry (Dust Brown)","USD",0.222,15.956,1.467132280610924,1.375,93587
"Sealed Graffiti | Sorry (Frog Green)","USD",0.054,1.884,0.5826276544401546,0.241,805929
"Sealed Graffiti | Sorry (Jungle Green)","USD",0.066,3.537,0.8463882552778452,0.377,514091
"Sealed Graffiti | Sorry (Monarch Blue)","USD",0.053,2.961,0.4773424456919697,0.188,380346
"Sealed Graffiti | Sorry (Monster Purple)","USD",0.034,0.717,0.0726796200345423,0.073,384180
"Sealed Graffiti | Sorry (Princess Pink)","USD",0.15,2.381,0.3357437252311757,0.29,115475
"Sealed Graffiti | Sorry (SWAT Blue)","USD",0.042,0.948,0.07678861087144088,0.077,1630097
"Sealed Graffiti | Sorry (Shark White)","USD",0.077,1.259,0.14075754961173426,0.144,825080
"Sealed Graffiti | Sorry (Tiger Orange)","USD",0.03,12.67,0.10762027567807914,0.082,123978
"Sealed Graffiti | Sorry (Tracer Yellow)","USD",0.246,5.795,0.4484658656471873,0.41,204490
"Sealed Graffiti | Sorry (Violent Violet)","USD",0.687,44.389,2.7747465025181866,2.42,61169
"Sealed Graffiti | Sorry (War Pig Pink)","USD",0.297,29.998,0.6234316820903648,0.539,640135
"Sealed Graffiti | Sorry (Wire Blue)","USD",0.549,20.883,1.074223311546841,0.8985000000000001,299054
"Sealed Graffiti | Space Soldiers | Boston 2018","USD",0.263,7.768,0.48541285403050105,0.43,338283
"Sealed Graffiti | Space Soldiers | London 2018","USD",1.885,17.68,3.9090996884735207,3.62,1691
"Sealed Graffiti | Speechless (Battle Green)","USD",2.942,42.09,7.017731865284975,5.2125,27252
"Sealed Graffiti | Speechless (Bazooka Pink)","USD",2.19,14.09,5.619252124645892,4.3309999999999995,28304
"Sealed Graffiti | Speechless (Blood Red)","USD",2.485,15.23,6.361819693094629,4.781,25068
"Sealed Graffiti | Speechless (Brick Red)","USD",0.499,13.903,4.277517412935323,3.7275,2808
"Sealed Graffiti | Speechless (Cash Green)","USD",0.449,6.144,0.9022744323790721,0.766,44564
"Sealed Graffiti | Speechless (Desert Amber)","USD",0.88,15.249,3.7069149357072204,3.562,40639
"Sealed Graffiti | Speechless (Dust Brown)","USD",0.86,6.482,1.2254699507389162,1.07,214067
"Sealed Graffiti | Speechless (Frog Green)","USD",1.507,8.55,2.190932938856016,1.98,97169
