"market_hash_name","currency","min_price","max_price","mean_price","median_price","quantity_sold"
"★ Shadow Daggers | Blue Steel (Minimal Wear)","USD",31.17,395.572,80.0429290808241,79.05699999999999,8302
"★ Shadow Daggers | Blue Steel (Well-Worn)","USD",34.53,323.548,71.38231890838206,70.374,9454
"★ Shadow Daggers | Boreal Forest (Battle-Scarred)","USD",0.75,654.362,60.54360253807106,58.3915,5243
"★ Shadow Daggers | Boreal Forest (Field-Tested)","USD",29.273,200.484,64.66867838676319,63.675,22584
"★ Shadow Daggers | Boreal Forest (Minimal Wear)","USD",0.122,209.64,66.13497407407407,65.4125,5700
"★ Shadow Daggers | Boreal Forest (Well-Worn)","USD",1.47,451.65,62.75547967980296,60.7505,2970
"★ Shadow Daggers | Bright Water (Battle-Scarred)","USD",0.89,593.14,81.83045108695651,74.86449999999999,224
"★ Shadow Daggers | Bright Water (Factory New)","USD",0.304,184.996,100.50615511551156,91.3655,1551
"★ Shadow Daggers | Bright Water (Field-Tested)","USD",60.538,154.181,94.2492898203593,83.157,3923
"★ Shadow Daggers | Bright Water (Minimal Wear)","USD",52.037,168.68,95.12556221889055,86.175,1878
"★ Shadow Daggers | Bright Water (Well-Worn)","USD",7.023,614.39,88.00877672955976,80.056,455
"★ Shadow Daggers | Case Hardened (Battle-Scarred)","USD",3.673,332.37,83.54743287937742,81.3115,4964
"★ Shadow Daggers | Case Hardened (Factory New)","USD",0.36,400.0,148.29492222222223,142.378,530
"★ Shadow Daggers | Case Hardened (Field-Tested)","USD",44.648,421.59,91.44768981662115,87.993,10235
"★ Shadow Daggers | Case Hardened (Minimal Wear)","USD",45.582,400.0,101.86142543859648,98.59200000000001,6365
"★ Shadow Daggers | Case Hardened (Well-Worn)","USD",37.777,285.979,86.91089228886169,84.612,7248
"★ Shadow Daggers | Crimson Web (Battle-Scarred)","USD",36.54,353.495,80.21861510605277,78.406,4069
"★ Shadow Daggers | Crimson Web (Factory New)","USD",344.49,1000.0,505.97314285714293,419.75,21
"★ Shadow Daggers | Crimson Web (Field-Tested)","USD",54.919,400.499,107.78312329724065,104.374,16868
"★ Shadow Daggers | Crimson Web (Minimal Wear)","USD",0.168,409.934,147.04352783300197,137.228,4343
"★ Shadow Daggers | Crimson Web (Well-Worn)","USD",24.55,384.079,101.70733642999336,98.238,2697
"★ Shadow Daggers | Damascus Steel (Battle-Scarred)","USD",40.009,187.009,80.42860054347825,77.829,1000
"★ Shadow Daggers | Damascus Steel (Factory New)","USD",1.01,252.613,98.77027366863906,95.9495,5456
"★ Shadow Daggers | Damascus Steel (Field-Tested)","USD",37.81,164.081,80.02835618166526,76.79750000000001,13698
"★ Shadow Daggers | Damascus Steel (Minimal Wear)","USD",46.09,194.068,86.64376116596145,84.562,6757
"★ Shadow Daggers | Damascus Steel (Well-Worn)","USD",16.178,173.128,80.49128184553662,79.338,1431
"★ Shadow Daggers | Doppler (Factory New)","USD",2.04,1399.0,197.69074063400578,172.97,20607
"★ Shadow Daggers | Doppler (Minimal Wear)","USD",0.03,1686.5,237.69649068322983,200.807,608
"★ Shadow Daggers | Fade (Factory New)","USD",73.293,757.596,176.0892693125443,165.3395,22697
"★ Shadow Daggers | Fade (Minimal Wear)","USD",2.404,641.526,180.12039130434783,170.999,707
"★ Shadow Daggers | Forest DDPAT (Battle-Scarred)","USD",0.1,776.951,60.96899746835443,58.876,5025
"★ Shadow Daggers | Forest DDPAT (Factory New)","USD",48.909,230.882,106.24075714285715,103.479,149
"★ Shadow Daggers | Forest DDPAT (Field-Tested)","USD",29.124,283.623,65.10200486279957,63.875,23288
"★ Shadow Daggers | Forest DDPAT (Minimal Wear)","USD",0.04,384.99,67.36116362786348,65.98,5865
"★ Shadow Daggers | Forest DDPAT (Well-Worn)","USD",28.569,218.803,61.370093105480265,59.981,3458
"★ Shadow Daggers | Freehand (Battle-Scarred)","USD",45.45,638.59,99.32400606060605,81.602,191
"★ Shadow Daggers | Freehand (Factory New)","USD",76.51,265.472,131.25765091463416,114.995,1887
"★ Shadow Daggers | Freehand (Field-Tested)","USD",69.486,213.93,110.80909924623116,96.348,3541
"★ Shadow Daggers | Freehand (Minimal Wear)","USD",0.509,215.334,117.28645385779123,104.211,1879
"★ Shadow Daggers | Freehand (Well-Worn)","USD",56.43,183.88,96.00079765395895,89.222,537
"★ Shadow Daggers | Gamma Doppler (Factory New)","USD",124.496,505.97,228.56050661853192,181.917,5037
"★ Shadow Daggers | Gamma Doppler (Minimal Wear)","USD",116.98,1295.5,234.62323121387286,188.85,207
"★ Shadow Daggers | Lore (Battle-Scarred)","USD",49.177,284.983,126.18683704974272,113.251,1380
"★ Shadow Daggers | Lore (Factory New)","USD",241.5,665.63,346.29082,328.525,115
"★ Shadow Daggers | Lore (Field-Tested)","USD",0.251,308.439,154.0745474452555,135.397,2161
"★ Shadow Daggers | Lore (Minimal Wear)","USD",112.774,450.515,181.45159386281586,162.48250000000002,1229
"★ Shadow Daggers | Lore (Well-Worn)","USD",62.493,256.606,139.21540271493214,123.854,1902
"★ Shadow Daggers | Marble Fade (Factory New)","USD",84.506,420.0,158.94217879161528,143.643,24501
"★ Shadow Daggers | Marble Fade (Minimal Wear)","USD",73.406,439.99,153.78670878459687,146.647,1163
"★ Shadow Daggers | Night (Battle-Scarred)","USD",0.052,515.537,63.304534928229664,62.013999999999996,5171
"★ Shadow Daggers | Night (Field-Tested)","USD",34.607,335.616,71.83927991602519,70.76650000000001,21666
"★ Shadow Daggers | Night (Minimal Wear)","USD",36.011,365.176,83.10064962121211,79.149,5092
"★ Shadow Daggers | Night (Well-Worn)","USD",0.035,276.972,70.90573187499999,69.856,2816
"★ Shadow Daggers | Rust Coat (Battle-Scarred)","USD",36.673,189.88,72.18503453628252,67.653,35170
"★ Shadow Daggers | Rust Coat (Well-Worn)","USD",6.142,339.854,73.0640994535519,70.729,1320
"★ Shadow Daggers | Safari Mesh (Battle-Scarred)","USD",0.46,974.13,60.399617326732674,58.069500000000005,5356
"★ Shadow Daggers | Safari Mesh (Factory New)","USD",1.012,281.467,108.21187037037035,100.09200000000001,57
"★ Shadow Daggers | Safari Mesh (Field-Tested)","USD",22.991,303.123,62.739991683991676,62.132000000000005,22325
"★ Shadow Daggers | Safari Mesh (Minimal Wear)","USD",5.659,967.31,63.22012195121952,60.564,5133
"★ Shadow Daggers | Safari Mesh (Well-Worn)","USD",7.415,387.155,58.89055108359133,56.933,3094
"★ Shadow Daggers | Scorched (Battle-Scarred)","USD",0.807,437.05,60.15492529623905,58.811,4591
"★ Shadow Daggers | Scorched (Field-Tested)","USD",29.18,428.729,63.983762582436654,62.725,19541
"★ Shadow Daggers | Scorched (Minimal Wear)","USD",6.24,506.62,67.7916512455516,66.722,4402
"★ Shadow Daggers | Scorched (Well-Worn)","USD",0.43,386.68,60.77577859042554,59.282,2876
"★ Shadow Daggers | Slaughter (Factory New)","USD",68.091,404.853,130.78055261136714,124.52,10156
"★ Shadow Daggers | Slaughter (Field-Tested)","USD",44.943,388.875,112.65051713231418,109.25,3804
"★ Shadow Daggers | Slaughter (Minimal Wear)","USD",0.21,401.4,118.72524174228676,114.26,14042
"★ Shadow Daggers | Stained (Battle-Scarred)","USD",30.075,345.377,65.6514021385402,64.585,5748
"★ Shadow Daggers | Stained (Factory New)","USD",53.828,406.19,108.62357112068966,103.3035,554
"★ Shadow Daggers | Stained (Field-Tested)","USD",1.49,343.058,69.92752919161677,68.386,11915
"★ Shadow Daggers | Stained (Minimal Wear)","USD",8.966,250.01,74.38025897760878,72.892,7646
"★ Shadow Daggers | Stained (Well-Worn)","USD",0.098,412.479,68.07853740949317,67.07249999999999,8567
"★ Shadow Daggers | Tiger Tooth (Factory New)","USD",76.705,393.138,143.7331798029557,128.69299999999998,24866
"★ Shadow Daggers | Tiger Tooth (Minimal Wear)","USD",82.48,670.835,142.06474021352312,132.587,1137
"★ Shadow Daggers | Ultraviolet (Battle-Scarred)","USD",33.477,139.747,72.10474262040394,70.935,4905
"★ Shadow Daggers | Ultraviolet (Factory New)","USD",103.17,300.0,183.18547297297295,173.572,75
"★ Shadow Daggers | Ultraviolet (Field-Tested)","USD",33.865,160.97,86.23304050736498,82.9385,17211
"★ Shadow Daggers | Ultraviolet (Minimal Wear)","USD",51.001,242.485,102.35262362204726,99.95,4547
"★ Shadow Daggers | Ultraviolet (Well-Worn)","USD",0.073,160.636,84.01160446373217,82.269,3257
"★ Shadow Daggers | Urban Masked (Battle-Scarred)","USD",0.03,560.723,61.051949030470915,59.512,4154
"★ Shadow Daggers | Urban Masked (Field-Tested)","USD",30.981,217.96,67.18544833564494,66.52250000000001,22007
"★ Shadow Daggers | Urban Masked (Minimal Wear)","USD",0.43,356.167,72.78382213438735,70.695,5168
"★ Shadow Daggers | Urban Masked (Well-Worn)","USD",0.917,239.848,64.42395402298851,62.526,3315
"★ Shadow Daggers","USD",2.695,402.358,112.31158144329896,107.1175,32094
"★ Skeleton Knife | Blue Steel (Battle-Scarred)","USD",228.065,770.196,419.6856647887325,395.39,436
"★ Skeleton Knife | Blue Steel (Factory New)","USD",7.53,1610.908,776.3290161290322,784.5225,65
"★ Skeleton Knife | Blue Steel (Field-Tested)","USD",0.297,936.6,476.7070802792321,460.037,782
"★ Skeleton Knife | Blue Steel (Minimal Wear)","USD",0.93,1043.51,555.324067669173,531.03,507
"★ Skeleton Knife | Blue Steel (Well-Worn)","USD",48.954,930.74,419.44972651356994,398.004,639
"★ Skeleton Knife | Boreal Forest (Battle-Scarred)","USD",102.683,479.301,248.35031221719456,240.31400000000002,563
"★ Skeleton Knife | Boreal Forest (Factory New)","USD",300.0,556.369,385.5337692307693,384.08,13
"★ Skeleton Knife | Boreal Forest (Field-Tested)","USD",49.722,464.366,283.926419218585,277.243,1749
"★ Skeleton Knife | Boreal Forest (Minimal Wear)","USD",0.645,590.38,317.07498232323235,314.582,485
"★ Skeleton Knife | Boreal Forest (Well-Worn)","USD",21.204,421.16,265.9238181818182,258.149,284
"★ Skeleton Knife | Case Hardened (Battle-Scarred)","USD",4.006,1423.309,434.75818558951966,406.235,586
"★ Skeleton Knife | Case Hardened (Field-Tested)","USD",313.75,1769.696,614.9577071290945,574.8,678
"★ Skeleton Knife | Case Hardened (Minimal Wear)","USD",207.61,1811.61,756.7612316076294,717.0,427
"★ Skeleton Knife | Case Hardened (Well-Worn)","USD",265.738,1334.0,524.0328835758835,492.49,620
"★ Skeleton Knife | Crimson Web (Battle-Scarred)","USD",374.198,1210.185,736.4000292887029,708.024,268
"★ Skeleton Knife | Crimson Web (Field-Tested)","USD",270.8,1857.635,1255.4130668016194,1215.027,646
"★ Skeleton Knife | Crimson Web (Minimal Wear)","USD",635.544,1979.4,1543.6278805970148,1518.0549999999998,144
"★ Skeleton Knife | Forest DDPAT (Battle-Scarred)","USD",157.98,446.851,247.60242710997443,240.23,510
"★ Skeleton Knife | Forest DDPAT (Field-Tested)","USD",0.151,469.999,276.00289092664093,269.9335,2123
"★ Skeleton Knife | Forest DDPAT (Minimal Wear)","USD",150.26,761.21,302.52921116504854,289.5825,529
"★ Skeleton Knife | Forest DDPAT (Well-Worn)","USD",27.62,434.53,255.67987843137257,245.65,278
"★ Skeleton Knife | Night Stripe (Battle-Scarred)","USD",170.188,566.266,320.61964204545455,309.08050000000003,429
"★ Skeleton Knife | Night Stripe (Field-Tested)","USD",0.225,620.145,385.99402673796794,376.0,1646
"★ Skeleton Knife | Night Stripe (Minimal Wear)","USD",51.07,810.0,440.3228932291667,426.472,472
"★ Skeleton Knife | Night Stripe (Well-Worn)","USD",170.325,594.02,359.1854298245614,344.9995,259
"★ Skeleton Knife | Safari Mesh (Battle-Scarred)","USD",3.0,447.96,235.2869804347826,227.6685,568
"★ Skeleton Knife | Safari Mesh (Field-Tested)","USD",5.68,440.0,253.66137426900582,240.6095,2066
"★ Skeleton Knife | Safari Mesh (Minimal Wear)","USD",125.852,480.376,265.72958233890216,253.69,519
"★ Skeleton Knife | Safari Mesh (Well-Worn)","USD",25.395,495.77,239.1582345276873,231.286,361
"★ Skeleton Knife | Scorched (Battle-Scarred)","USD",2.736,439.308,239.01795391705073,229.72899999999998,527
"★ Skeleton Knife | Scorched (Field-Tested)","USD",141.343,454.36,264.0942621082621,253.581,2283
"★ Skeleton Knife | Scorched (Minimal Wear)","USD",154.344,495.579,294.00872613065326,281.381,486
"★ Skeleton Knife | Scorched (Well-Worn)","USD",101.084,481.73,250.8720618892508,245.306,361
"★ Skeleton Knife | Slaughter (Factory New)","USD",0.35,1883.58,1086.8172008456659,1050.0,601
"★ Skeleton Knife | Slaughter (Field-Tested)","USD",114.42,1600.003,852.2186009389671,814.996,230
"★ Skeleton Knife | Slaughter (Minimal Wear)","USD",0.872,1687.56,935.1643624535317,916.7995,709
"★ Skeleton Knife | Stained (Battle-Scarred)","USD",31.201,620.991,340.6184272890485,330.016,772
"★ Skeleton Knife | Stained (Factory New)","USD",466.361,1220.155,708.6466071428573,705.5074999999999,61
"★ Skeleton Knife | Stained (Field-Tested)","USD",0.414,875.23,416.95764214046824,395.2345,830
"★ Skeleton Knife | Stained (Minimal Wear)","USD",269.041,963.36,489.47343405275785,466.749,514
"★ Skeleton Knife | Stained (Well-Worn)","USD",0.36,665.19,367.75864860681116,355.2985,898
"★ Skeleton Knife | Urban Masked (Battle-Scarred)","USD",137.478,461.172,260.48026157407406,247.29950000000002,538
"★ Skeleton Knife | Urban Masked (Field-Tested)","USD",172.44,521.58,308.27810147991534,297.96,1820
"★ Skeleton Knife | Urban Masked (Minimal Wear)","USD",127.086,666.43,350.9600569105691,341.549,468
"★ Skeleton Knife | Urban Masked (Well-Worn)","USD",152.9,500.94,281.184265560166,269.99,271
"★ Skeleton Knife","USD",480.135,1702.06,899.6063368421053,846.471,1713
"★ Specialist Gloves | Buckshot (Battle-Scarred)","USD",0.084,208.484,86.81368936170213,86.68299999999999,6579
"★ Specialist Gloves | Buckshot (Factory New)","USD",266.27,938.29,469.87542307692314,453.35249999999996,83
"★ Specialist Gloves | Buckshot (Field-Tested)","USD",60.585,186.87,99.07461993905093,99.308,18471
"★ Specialist Gloves | Buckshot (Minimal Wear)","USD",92.82,285.464,153.72229102167182,152.797,4094
"★ Specialist Gloves | Buckshot (Well-Worn)","USD",11.3,253.047,90.44318556701032,88.955,4309
"★ Specialist Gloves | Crimson Kimono (Battle-Scarred)","USD",36.06,1500.014,463.7381706214689,446.01,1147
"★ Specialist Gloves | Crimson Web (Battle-Scarred)","USD",2.252,300.0,181.9941214953271,182.793,4663
"★ Specialist Gloves | Crimson Web (Field-Tested)","USD",169.18,903.49,344.58408653353814,337.711,6829
"★ Specialist Gloves | Crimson Web (Minimal Wear)","USD",0.039,1800.0,813.5451594771242,798.007,1010
"★ Specialist Gloves | Crimson Web (Well-Worn)","USD",108.321,416.153,260.2538606356968,260.146,2082
"★ Specialist Gloves | Emerald Web (Battle-Scarred)","USD",0.226,535.002,249.33919615912208,246.7725,2337
"★ Specialist Gloves | Emerald Web (Field-Tested)","USD",153.807,1302.53,433.70304733405874,401.18449999999996,3893
"★ Specialist Gloves | Emerald Web (Well-Worn)","USD",162.751,862.506,343.5383122476447,333.5,942
"★ Specialist Gloves | Fade (Battle-Scarred)","USD",121.243,399.971,211.8869353680431,207.758,4489
"★ Specialist Gloves | Fade (Field-Tested)","USD",0.39,1092.469,469.39441986827666,462.849,5216
"★ Specialist Gloves | Fade (Well-Worn)","USD",144.718,651.05,332.3096576086956,329.93899999999996,1838
"★ Specialist Gloves | Field Agent (Battle-Scarred)","USD",0.211,354.875,187.71067671893846,181.251,1765
"★ Specialist Gloves | Field Agent (Field-Tested)","USD",0.569,1001.09,489.02497494780795,476.629,2687
"★ Specialist Gloves | Field Agent (Minimal Wear)","USD",127.65,1823.22,1204.8596637931034,1150.425,444
"★ Specialist Gloves | Field Agent (Well-Worn)","USD",202.14,522.064,333.26272602739726,329.2085,599
"★ Specialist Gloves | Forest DDPAT (Battle-Scarred)","USD",45.13,220.481,95.083104222341,93.671,4242
"★ Specialist Gloves | Forest DDPAT (Factory New)","USD",194.99,829.583,510.2618367346938,509.446,52
"★ Specialist Gloves | Forest DDPAT (Field-Tested)","USD",65.798,264.85,115.53368341503268,112.536,11192
"★ Specialist Gloves | Forest DDPAT (Minimal Wear)","USD",0.248,485.99,200.48595621468925,195.803,2297
"★ Specialist Gloves | Forest DDPAT (Well-Worn)","USD",1.204,173.236,102.19836160420775,100.56,2686
"★ Specialist Gloves | Foundation (Battle-Scarred)","USD",1.945,268.26,163.34038016019718,163.399,2902
"★ Specialist Gloves | Foundation (Field-Tested)","USD",147.99,1095.291,286.63157924050637,278.82,4626
"★ Specialist Gloves | Foundation (Minimal Wear)","USD",86.191,1780.539,607.8071300813008,575.38,743
"★ Specialist Gloves | Foundation (Well-Worn)","USD",4.103,500.006,229.3338111888112,228.153,1358
"★ Specialist Gloves | Lt. Commander (Battle-Scarred)","USD",109.66,279.899,164.64447755610973,157.985,1586
"★ Specialist Gloves | Lt. Commander (Field-Tested)","USD",202.086,568.36,337.81351124144675,329.004,3285
"★ Specialist Gloves | Lt. Commander (Minimal Wear)","USD",451.585,1150.0,637.2254258474577,603.5350000000001,676
"★ Specialist Gloves | Lt. Commander (Well-Worn)","USD",131.34,372.586,255.3562956521739,249.084,661
"★ Specialist Gloves | Marble Fade (Battle-Scarred)","USD",125.321,327.658,193.39479193899783,187.2145,2488
"★ Specialist Gloves | Marble Fade (Field-Tested)","USD",0.03,1011.28,472.1821489572989,454.16,3386
"★ Specialist Gloves | Marble Fade (Well-Worn)","USD",166.718,480.585,303.85743760399333,296.022,971
"★ Specialist Gloves | Mogul (Battle-Scarred)","USD",123.105,280.013,188.43134283903674,188.195,3885
"★ Specialist Gloves | Mogul (Field-Tested)","USD",174.823,599.008,282.1734888211382,279.75350000000003,6916
"★ Specialist Gloves | Mogul (Minimal Wear)","USD",49.631,1351.59,558.4620268156424,545.642,1281
"★ Specialist Gloves | Mogul (Well-Worn)","USD",0.238,351.9,228.2004531113059,226.48,1929
"★ Specialist Gloves | Tiger Strike (Battle-Scarred)","USD",139.57,424.35,236.80149410029497,228.78,1179
"★ Specialist Gloves | Tiger Strike (Field-Tested)","USD",376.62,1700.0,877.4701244019138,815.9715,1965
"★ Specialist Gloves | Tiger Strike (Well-Worn)","USD",225.0,818.74,524.7600031347962,510.982,405
"★ Sport Gloves | Amphibious (Battle-Scarred)","USD",0.362,919.59,436.74327749140895,425.49800000000005,1906
"★ Sport Gloves | Amphibious (Field-Tested)","USD",233.289,1725.0,710.1356027759417,667.85,2980
"★ Sport Gloves | Amphibious (Well-Worn)","USD",249.98,1160.694,559.9624503816794,541.7555,622
"★ Sport Gloves | Arid (Battle-Scarred)","USD",75.07,550.0,210.76314098360655,204.639,2636
"★ Sport Gloves | Arid (Field-Tested)","USD",0.03,1417.848,330.15386045340045,311.627,4962
"★ Sport Gloves | Arid (Well-Worn)","USD",0.303,819.45,277.97530088495574,266.505,1022
"★ Sport Gloves | Big Game (Battle-Scarred)","USD",112.25,413.918,254.02555540166205,241.7095,1289
"★ Sport Gloves | Big Game (Field-Tested)","USD",253.442,800.011,432.6497715133531,408.26,2951
"★ Sport Gloves | Big Game (Minimal Wear)","USD",351.003,1529.17,730.2814976851852,644.3475,594
"★ Sport Gloves | Big Game (Well-Worn)","USD",213.91,558.558,347.3462592592592,331.64,481
"★ Sport Gloves | Bronze Morph (Battle-Scarred)","USD",1.748,293.505,167.97095090118086,166.781,4403
"★ Sport Gloves | Bronze Morph (Field-Tested)","USD",21.186,484.575,219.96494950448323,218.499,10144
"★ Sport Gloves | Bronze Morph (Minimal Wear)","USD",186.84,1033.59,350.97261544782253,341.487,2185
